Type,PDB,Metal,Angle,Degrees,atomNames,resNames,resNums,chains,occs,Environment
Mineral,Retzian_0000161.Mn_9_9_A.oct.pdb,MN,O_MN_O,168.21,O-H_MN_O,UNK_UNK_UNK,31_9_18, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Tolbachite_0001544.Cu_0_0_A.spl.pdb,CU,CL_CU_CL,86.36,CL_CU_CL,UNK_UNK_UNK,4_0_5, _A_ ,1.0_1.0_1.0,CU1CL4
Mineral,Bornite_0003822.Cu_36_36_A.tet.pdb,CU,S_CU_S,109.49,S_CU_S,UNK_UNK_UNK,49_36_4, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Fersilicite_0018180.Fe_10_10_A.irr.pdb,FE,SI_FE_SI,112.89,SI_FE_SI,UNK_UNK_UNK,13_10_12, _A_ ,1.0_1.0_1.0,FE1SI3
Mineral,Sewardite_0005788.Fe_33_33_A.irr.pdb,FE,O_FE_O,85.84,O1_FE_O4,UNK_UNK_UNK,54_33_6, _A_ ,1.0_1.0_1.0,FE1O2
Mineral,Fersilicite_0018180.Fe_10_10_A.irr.pdb,FE,SI_FE_SI,74.19,SI_FE_SI,UNK_UNK_UNK,16_10_12, _A_ ,1.0_1.0_1.0,FE1SI3
Mineral,Litidionite_0000464.Cu_43_43_A.pyv.pdb,CU,O_CU_O,92.76,O7_CU_O1,UNK_UNK_UNK,71_43_50, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Leningradite_0006144.V_25_25_A.trv.pdb,V,O_V_O,110.66,O2_V_O1,UNK_UNK_UNK,35_25_15, _A_ ,1.0_1.0_1.0,V1O2
Mineral,Retzian_0000161.Mn_9_9_A.oct.pdb,MN,O_MN_O,106.71,O-H_MN_O-H,UNK_UNK_UNK,31_9_11, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Spessartine_0002781.Mn_5_5_A.cub.pdb,MN,O_MN_O,124.14,O_MN_O,UNK_UNK_UNK,14_5_32, _A_ ,1.0_1.0_1.0,MN1O8
Mineral,Stolzite_0012777.W_0_0_A.tet.pdb,W,O_W_O,107.59,O_W_O,UNK_UNK_UNK,4_0_5, _A_ ,1.0_1.0_1.0,W1O4
Mineral,Litidionite_0000464.Cu_43_43_A.pyv.pdb,CU,O_CU_O,92.6,O5_CU_O2,UNK_UNK_UNK,10_43_56, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Nikischerite_0005826.Fe_0_0_A.oct.pdb,FE,O_FE_O,172.49,O-H2_FE_O-H3,UNK_UNK_UNK,4_0_2, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Bornite_0003822.Cu_36_36_A.tet.pdb,CU,S_CU_S,109.45,S_CU_S,UNK_UNK_UNK,62_36_4, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Tolbachite_0001544.Cu_0_0_A.spl.pdb,CU,CL_CU_CL,86.36,CL_CU_CL,UNK_UNK_UNK,1_0_2, _A_ ,1.0_1.0_1.0,CU1CL4
Mineral,Vesignieite_0011973.V_12_12_A.tet.pdb,V,O_V_O,108.58,O4_V_O2,UNK_UNK_UNK,14_12_11, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Metakirchheimerite_0005993.Co_0_0_A.oct.pdb,CO,O_CO_O,90.41,O10_CO_WAT5,UNK_UNK_UNK,8_0_29, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Hyttsjoite_0001799.Mn_378_378_A.trv.pdb,MN,O_MN_O,102.38,O14_MN_O2,UNK_UNK_UNK,171_378_164, _A_ ,1.0_1.0_1.0,MN1O2
Mineral,Stolzite_0012777.W_0_0_A.tet.pdb,W,O_W_O,113.33,O_W_O,UNK_UNK_UNK,4_0_1, _A_ ,1.0_1.0_1.0,W1O4
Mineral,Metakirchheimerite_0005993.Co_0_0_A.oct.pdb,CO,O_CO_O,91.49,O10_CO_WAT3,UNK_UNK_UNK,8_0_27, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Wherryite_0005365.Cu_52_52_A.irr.pdb,CU,O_CU_O,83.6,O10_CU_O7,UNK_UNK_UNK,14_52_62, _A_ ,1.0_1.0_1.0,CU1O3
Mineral,Litidionite_0000464.Cu_43_43_A.pyv.pdb,CU,O_CU_O,96.0,O5_CU_O1,UNK_UNK_UNK,10_43_50, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Paganoite_0006855.Ni_12_12_A.irr.pdb,NI,O_NI_O,79.9,O1_NI_O1,UNK_UNK_UNK,7_12_23, _A_ ,1.0_1.0_1.0,NI1O2
Mineral,Vesignieite_0011973.V_12_12_A.tet.pdb,V,O_V_O,108.58,O4_V_O2,UNK_UNK_UNK,14_12_30, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Metakirchheimerite_0005993.Co_0_0_A.oct.pdb,CO,O_CO_O,172.82,O10_CO_WAT1,UNK_UNK_UNK,8_0_25, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Tolbachite_0001544.Cu_0_0_A.spl.pdb,CU,CL_CU_CL,180.0,CL_CU_CL,UNK_UNK_UNK,1_0_5, _A_ ,1.0_1.0_1.0,CU1CL4
Mineral,Retzian_0000161.Mn_9_9_A.oct.pdb,MN,O_MN_O,89.89,O-H_MN_O,UNK_UNK_UNK,31_9_20, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Wherryite_0005365.Cu_52_52_A.irr.pdb,CU,O_CU_O,84.21,O10_CU_O1,UNK_UNK_UNK,14_52_56, _A_ ,1.0_1.0_1.0,CU1O3
Mineral,Litidionite_0000464.Cu_43_43_A.pyv.pdb,CU,O_CU_O,99.84,O2_CU_O1,UNK_UNK_UNK,56_43_50, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Roeblingite_0000963.Mn_45_45_A.trv.pdb,MN,O_MN_O,96.8,O5_MN_O5,UNK_UNK_UNK,40_45_19, _A_ ,1.0_1.0_1.0,MN1O2
Mineral,Nisnite_0018385.Ni_22_22_A.irr.pdb,NI,SN_NI_SN,90.02,SN_NI_SN,UNK_UNK_UNK,3_22_45, _A_ ,1.0_1.0_1.0,NI1SN2
Mineral,Stolzite_0012777.W_0_0_A.tet.pdb,W,O_W_O,107.59,O_W_O,UNK_UNK_UNK,4_0_3, _A_ ,1.0_1.0_1.0,W1O4
Mineral,Spessartine_0002781.Mn_5_5_A.cub.pdb,MN,O_MN_O,115.63,O_MN_O,UNK_UNK_UNK,14_5_36, _A_ ,1.0_1.0_1.0,MN1O8
Mineral,Tolbachite_0001544.Cu_0_0_A.spl.pdb,CU,CL_CU_CL,93.64,CL_CU_CL,UNK_UNK_UNK,2_0_5, _A_ ,1.0_1.0_1.0,CU1CL4
Mineral,Vesignieite_0011973.V_12_12_A.tet.pdb,V,O_V_O,107.78,O4_V_O3,UNK_UNK_UNK,14_12_13, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Frankhawthorneite_0005433.Cu_0_0_A.oct.pdb,CU,O_CU_O,85.99,O3_CU_O1,UNK_UNK_UNK,20_0_2, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Nikischerite_0005826.Fe_0_0_A.oct.pdb,FE,O_FE_O,86.35,O-H1_FE_O-H3,UNK_UNK_UNK,51_0_39, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Metakirchheimerite_0005993.Co_0_0_A.oct.pdb,CO,O_CO_O,91.52,O10_CO_WAT4,UNK_UNK_UNK,8_0_28, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Paganoite_0006855.Ni_0_0_A.oct.pdb,NI,O_NI_O,88.55,O4_NI_O2,UNK_UNK_UNK,19_0_3, _A_ ,1.0_1.0_1.0,NI1O6
Mineral,Miharaite_0012478.Cu4_4_4_A.tet.pdb,CU,S_CU_S,110.17,S2_CU4_S1,UNK_UNK_UNK,8_4_7, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Stolzite_0012777.W_0_0_A.tet.pdb,W,O_W_O,107.59,O_W_O,UNK_UNK_UNK,5_0_1, _A_ ,1.0_1.0_1.0,W1O4
Mineral,Wherryite_0005365.Cu_52_52_A.irr.pdb,CU,O_CU_O,90.43,O7_CU_O1,UNK_UNK_UNK,62_52_56, _A_ ,1.0_1.0_1.0,CU1O3
Mineral,Spessartine_0002781.Mn_5_5_A.cub.pdb,MN,O_MN_O,68.51,O_MN_O,UNK_UNK_UNK,14_5_16, _A_ ,1.0_1.0_1.0,MN1O8
Mineral,Retzian_0000161.Mn_9_9_A.oct.pdb,MN,O_MN_O,84.42,O-H_MN_O-H,UNK_UNK_UNK,31_9_10, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Frankhawthorneite_0005433.Cu_0_0_A.oct.pdb,CU,O_CU_O,90.4,O3_CU_O-H2,UNK_UNK_UNK,20_0_3, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Metakirchheimerite_0005993.Co_0_0_A.oct.pdb,CO,O_CO_O,89.58,O10_CO_WAT2,UNK_UNK_UNK,8_0_26, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Vesignieite_0011973.V_12_12_A.tet.pdb,V,O_V_O,110.05,O2_V_O2,UNK_UNK_UNK,11_12_30, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Spessartine_0002781.Mn_5_5_A.cub.pdb,MN,O_MN_O,92.74,O_MN_O,UNK_UNK_UNK,14_5_26, _A_ ,1.0_1.0_1.0,MN1O8
Mineral,Paganoite_0006855.Ni_0_0_A.oct.pdb,NI,O_NI_O,92.6,O4_NI_O3,UNK_UNK_UNK,19_0_17, _A_ ,1.0_1.0_1.0,NI1O6
Mineral,Miharaite_0012478.Cu4_4_4_A.tet.pdb,CU,S_CU_S,108.92,S2_CU4_S4,UNK_UNK_UNK,8_4_35, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Stolzite_0012777.W_0_0_A.tet.pdb,W,O_W_O,113.27,O_W_O,UNK_UNK_UNK,5_0_3, _A_ ,1.0_1.0_1.0,W1O4
Mineral,Nikischerite_0005826.Fe_0_0_A.oct.pdb,FE,O_FE_O,99.85,O-H1_FE_O-H3,UNK_UNK_UNK,51_0_2, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Retzian_0000161.Mn_9_9_A.oct.pdb,MN,O_MN_O,89.86,O-H_MN_O,UNK_UNK_UNK,32_9_18, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Metakirchheimerite_0005993.Co_0_0_A.oct.pdb,CO,O_CO_O,177.99,WAT5_CO_WAT3,UNK_UNK_UNK,29_0_27, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Miharaite_0012478.Cu4_4_4_A.tet.pdb,CU,S_CU_S,108.92,S2_CU4_S4,UNK_UNK_UNK,8_4_10, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Frankhawthorneite_0005433.Cu_0_0_A.oct.pdb,CU,O_CU_O,97.52,O3_CU_O3,UNK_UNK_UNK,20_0_22, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Nikischerite_0005826.Fe_0_0_A.oct.pdb,FE,O_FE_O,74.43,O-H3_FE_O-H3,UNK_UNK_UNK,39_0_2, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Paganoite_0006855.Ni_0_0_A.oct.pdb,NI,O_NI_O,82.44,O4_NI_O1,UNK_UNK_UNK,19_0_23, _A_ ,1.0_1.0_1.0,NI1O6
Mineral,Miharaite_0012478.Cu4_4_4_A.tet.pdb,CU,S_CU_S,109.06,S1_CU4_S4,UNK_UNK_UNK,7_4_35, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Vesignieite_0011973.V_12_12_A.tet.pdb,V,O_V_O,110.88,O2_V_O3,UNK_UNK_UNK,11_12_13, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Spessartine_0002781.Mn_5_5_A.cub.pdb,MN,O_MN_O,74.58,O_MN_O,UNK_UNK_UNK,14_5_11, _A_ ,1.0_1.0_1.0,MN1O8
Mineral,Metakirchheimerite_0005993.Co_0_0_A.oct.pdb,CO,O_CO_O,88.76,WAT5_CO_WAT1,UNK_UNK_UNK,29_0_25, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Stolzite_0012777.W_0_0_A.tet.pdb,W,O_W_O,107.59,O_W_O,UNK_UNK_UNK,1_0_3, _A_ ,1.0_1.0_1.0,W1O4
Mineral,Retzian_0000161.Mn_9_9_A.oct.pdb,MN,O_MN_O,84.38,O-H_MN_O-H,UNK_UNK_UNK,32_9_11, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Haydeeite_0009948.Cu_19_19_A.tev.pdb,CU,O_CU_O,97.05,O_CU_O,UNK_UNK_UNK,25_19_28, _A_ ,1.0_1.0_1.0,CU1CL1O2
Mineral,Metakirchheimerite_0005993.Co_0_0_A.oct.pdb,CO,O_CO_O,90.32,WAT5_CO_WAT4,UNK_UNK_UNK,29_0_28, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Spessartine_0002781.Mn_5_5_A.cub.pdb,MN,O_MN_O,158.99,O_MN_O,UNK_UNK_UNK,14_5_23, _A_ ,1.0_1.0_1.0,MN1O8
Mineral,Miharaite_0012478.Cu4_4_4_A.tet.pdb,CU,S_CU_S,109.06,S1_CU4_S4,UNK_UNK_UNK,7_4_10, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Paganoite_0006855.Ni_0_0_A.oct.pdb,NI,O_NI_O,89.65,O4_NI_O1,UNK_UNK_UNK,19_0_7, _A_ ,1.0_1.0_1.0,NI1O6
Mineral,Vesignieite_0011973.V_12_12_A.tet.pdb,V,O_V_O,110.88,O2_V_O3,UNK_UNK_UNK,30_12_13, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Turanite_0005935.Cu1_23_23_A.pyv.pdb,CU,O_CU_O,85.29,O6_CU1_O2,UNK_UNK_UNK,19_23_5, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Retzian_0000161.Mn_9_9_A.oct.pdb,MN,O_MN_O,168.2,O-H_MN_O,UNK_UNK_UNK,32_9_20, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Spessartine_0002781.Mn_5_5_A.cub.pdb,MN,O_MN_O,69.93,O_MN_O,UNK_UNK_UNK,14_5_0, _A_ ,1.0_1.0_1.0,MN1O8
Mineral,Haydeeite_0009948.Cu_19_19_A.tev.pdb,CU,O_CU_CL,91.47,O_CU_CL,UNK_UNK_UNK,25_19_8, _A_ ,1.0_1.0_1.0,CU1CL1O2
Mineral,Metakirchheimerite_0005993.Co_0_0_A.oct.pdb,CO,O_CO_O,90.4,WAT5_CO_WAT2,UNK_UNK_UNK,29_0_26, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Frankhawthorneite_0005433.Cu_0_0_A.oct.pdb,CU,O_CU_O,90.97,O3_CU_O-H2,UNK_UNK_UNK,20_0_18, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Turanite_0005935.Cu1_23_23_A.pyv.pdb,CU,O_CU_O,78.92,O6_CU1_O5,UNK_UNK_UNK,19_23_18, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Spessartine_0002781.Mn_5_5_A.cub.pdb,MN,O_MN_O,92.77,O_MN_O,UNK_UNK_UNK,32_5_36, _A_ ,1.0_1.0_1.0,MN1O8
Mineral,Retzian_0000161.Mn_9_9_A.oct.pdb,MN,O_MN_O,106.73,O-H_MN_O-H,UNK_UNK_UNK,32_9_10, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Miharaite_0012478.Cu4_4_4_A.tet.pdb,CU,S_CU_S,110.72,S4_CU4_S4,UNK_UNK_UNK,35_4_10, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Paganoite_0006855.Ni_0_0_A.oct.pdb,NI,O_NI_O,169.77,O4_NI_O5,UNK_UNK_UNK,19_0_21, _A_ ,1.0_1.0_1.0,NI1O6
Mineral,Saltonseaite_0019751.Mn_23_23_A.spy.pdb,MN,CL_MN_CL,91.77,CL_MN_CL,UNK_UNK_UNK,7_23_27, _A_ ,1.0_1.0_1.0,MN1CL5
Mineral,Wustite_0011314.Fe_12_12_A.irr.pdb,FE,O_FE_O,90.0,O_FE_O,UNK_UNK_UNK,1_12_19, _A_ ,1.0_1.0_1.0,FE1O2
Mineral,Turanite_0005935.Cu1_23_23_A.pyv.pdb,CU,O_CU_O,101.06,O6_CU1_O5,UNK_UNK_UNK,19_23_45, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Sewardite_0005788.Fe_35_35_A.irr.pdb,FE,O_FE_O,86.27,O-H6_FE_O5,UNK_UNK_UNK,14_35_47, _A_ ,1.0_1.0_1.0,FE1O3
Mineral,Hydroniumjarosite_0008878.Fe_7_7_A.oct.pdb,FE,O_FE_O,179.97,O2_FE_O2,UNK_UNK_UNK,3_7_19, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Spessartine_0002781.Mn_5_5_A.cub.pdb,MN,O_MN_O,69.94,O_MN_O,UNK_UNK_UNK,32_5_16, _A_ ,1.0_1.0_1.0,MN1O8
Mineral,Retzian_0000161.Mn_9_9_A.oct.pdb,MN,O_MN_O,80.87,O_MN_O-H,UNK_UNK_UNK,18_9_11, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Paganoite_0006855.Ni_0_0_A.oct.pdb,NI,O_NI_O,96.66,O2_NI_O3,UNK_UNK_UNK,3_0_17, _A_ ,1.0_1.0_1.0,NI1O6
Mineral,Metakirchheimerite_0005993.Co_0_0_A.oct.pdb,CO,O_CO_O,89.28,WAT3_CO_WAT1,UNK_UNK_UNK,27_0_25, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Frankhawthorneite_0005433.Cu_0_0_A.oct.pdb,CU,O_CU_O,172.56,O3_CU_O1,UNK_UNK_UNK,20_0_16, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Haydeeite_0009948.Cu_19_19_A.tev.pdb,CU,O_CU_CL,91.46,O_CU_CL,UNK_UNK_UNK,28_19_8, _A_ ,1.0_1.0_1.0,CU1CL1O2
Mineral,Turanite_0005935.Cu1_23_23_A.pyv.pdb,CU,O_CU_O,102.56,O2_CU1_O5,UNK_UNK_UNK,5_23_18, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Pucherite_0012027.V_19_19_A.irr.pdb,V,O_V_O,76.21,O1_V_O2,UNK_UNK_UNK,11_19_5, _A_ ,1.0_1.0_1.0,V1O2
Mineral,Callaghanite_0000388.Cu_3_3_A.oct.pdb,CU,O_CU_O,176.21,O3_CU_O3,UNK_UNK_UNK,54_3_8, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Saltonseaite_0019751.Mn_23_23_A.spy.pdb,MN,CL_MN_CL,180.0,CL_MN_CL,UNK_UNK_UNK,7_23_25, _A_ ,1.0_1.0_1.0,MN1CL5
Mineral,Cianciulliite_0001413.Mn_0_0_A.oct.pdb,MN,O_MN_O,83.61,O4_MN_O1,UNK_UNK_UNK,13_0_9, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Metakirchheimerite_0005993.Co_0_0_A.oct.pdb,CO,O_CO_O,90.3,WAT3_CO_WAT4,UNK_UNK_UNK,27_0_28, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Hydroniumjarosite_0008878.Fe_7_7_A.oct.pdb,FE,O_FE_O,89.28,O2_FE_O3,UNK_UNK_UNK,3_7_24, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Spessartine_0002781.Mn_5_5_A.cub.pdb,MN,O_MN_O,110.24,O_MN_O,UNK_UNK_UNK,32_5_26, _A_ ,1.0_1.0_1.0,MN1O8
Mineral,Sewardite_0005788.Fe_35_35_A.irr.pdb,FE,O_FE_O,76.69,O-H6_FE_O2,UNK_UNK_UNK,14_35_62, _A_ ,1.0_1.0_1.0,FE1O3
Mineral,Frankhawthorneite_0005433.Cu_0_0_A.oct.pdb,CU,O_CU_O,72.37,O1_CU_O-H2,UNK_UNK_UNK,2_0_3, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Blossite_0001075.V_1_1_A.tet.pdb,V,O_V_O,111.31,O3_V_O2,UNK_UNK_UNK,4_1_3, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Callaghanite_0000388.Cu_3_3_A.oct.pdb,CU,O_CU_O,80.11,O3_CU_O7,UNK_UNK_UNK,54_3_12, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Retzian_0000161.Mn_9_9_A.oct.pdb,MN,O_MN_O,99.32,O_MN_O,UNK_UNK_UNK,18_9_20, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Shandite_0000051.Ni_24_24_A.tev.pdb,NI,PB_NI_PB,89.99,PB1_NI_PB2,UNK_UNK_UNK,7_24_11, _A_ ,1.0_1.0_1.0,NI1PB2S1
Mineral,Metakirchheimerite_0005993.Co_0_0_A.oct.pdb,CO,O_CO_O,88.94,WAT3_CO_WAT2,UNK_UNK_UNK,27_0_26, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Hydroniumjarosite_0008878.Fe_7_7_A.oct.pdb,FE,O_FE_O,89.28,O2_FE_O3,UNK_UNK_UNK,3_7_25, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Turanite_0005935.Cu1_23_23_A.pyv.pdb,CU,O_CU_O,77.42,O2_CU1_O5,UNK_UNK_UNK,5_23_45, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Spessartine_0002781.Mn_5_5_A.cub.pdb,MN,O_MN_O,71.87,O_MN_O,UNK_UNK_UNK,32_5_11, _A_ ,1.0_1.0_1.0,MN1O8
Mineral,Cianciulliite_0001413.Mn_0_0_A.oct.pdb,MN,O_MN_O,89.57,O4_MN_O4,UNK_UNK_UNK,13_0_14, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Paganoite_0006855.Ni_0_0_A.oct.pdb,NI,O_NI_O,158.37,O2_NI_O1,UNK_UNK_UNK,3_0_23, _A_ ,1.0_1.0_1.0,NI1O6
Mineral,Blossite_0001075.V_1_1_A.tet.pdb,V,O_V_O,112.33,O3_V_O1,UNK_UNK_UNK,4_1_2, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Djerfisherite_0006153.Fe_104_104_A.trv.pdb,FE,S_FE_S,107.2,S3_FE_S2,UNK_UNK_UNK,125_104_10, _A_ ,1.0_1.0_1.0,FE1S2
Mineral,Frankhawthorneite_0005433.Cu_0_0_A.oct.pdb,CU,O_CU_O,96.74,O1_CU_O3,UNK_UNK_UNK,2_0_22, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Saltonseaite_0019751.Mn_23_23_A.spy.pdb,MN,CL_MN_CL,88.23,CL_MN_CL,UNK_UNK_UNK,7_23_8, _A_ ,1.0_1.0_1.0,MN1CL5
Mineral,Turanite_0005935.Cu1_23_23_A.pyv.pdb,CU,O_CU_O,179.97,O5_CU1_O5,UNK_UNK_UNK,18_23_45, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Retzian_0000161.Mn_9_9_A.oct.pdb,MN,O_MN_O,89.74,O_MN_O-H,UNK_UNK_UNK,18_9_10, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Sewardite_0005788.Fe_35_35_A.irr.pdb,FE,O_FE_O,86.12,O5_FE_O2,UNK_UNK_UNK,47_35_62, _A_ ,1.0_1.0_1.0,FE1O3
Mineral,Cianciulliite_0001413.Mn_0_0_A.oct.pdb,MN,O_MN_O,180.0,O4_MN_O4,UNK_UNK_UNK,13_0_8, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Shandite_0000051.Ni_24_24_A.tev.pdb,NI,PB_NI_S,99.87,PB1_NI_S,UNK_UNK_UNK,7_24_31, _A_ ,1.0_1.0_1.0,NI1PB2S1
Mineral,Metakirchheimerite_0005993.Co_0_0_A.oct.pdb,CO,O_CO_O,95.61,WAT1_CO_WAT4,UNK_UNK_UNK,25_0_28, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Hydroniumjarosite_0008878.Fe_7_7_A.oct.pdb,FE,O_FE_O,90.71,O2_FE_O3,UNK_UNK_UNK,3_7_17, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Callaghanite_0000388.Cu_3_3_A.oct.pdb,CU,O_CU_O,95.59,O3_CU_O2,UNK_UNK_UNK,54_3_7, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Blossite_0001075.V_1_1_A.tet.pdb,V,O_V_O,106.34,O3_V_O4,UNK_UNK_UNK,4_1_5, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Spessartine_0002781.Mn_5_5_A.cub.pdb,MN,O_MN_O,74.58,O_MN_O,UNK_UNK_UNK,32_5_23, _A_ ,1.0_1.0_1.0,MN1O8
Mineral,Paganoite_0006855.Ni_0_0_A.oct.pdb,NI,O_NI_O,80.42,O2_NI_O1,UNK_UNK_UNK,3_0_7, _A_ ,1.0_1.0_1.0,NI1O6
Mineral,Frankhawthorneite_0005433.Cu_8_8_A.oct.pdb,CU,O_CU_O,172.56,O3_CU_O1,UNK_UNK_UNK,21_8_15, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Saltonseaite_0019751.Mn_23_23_A.spy.pdb,MN,CL_MN_CL,88.22,CL_MN_CL,UNK_UNK_UNK,7_23_5, _A_ ,1.0_1.0_1.0,MN1CL5
Mineral,Cianciulliite_0001413.Mn_0_0_A.oct.pdb,MN,O_MN_O,90.43,O4_MN_O4,UNK_UNK_UNK,13_0_6, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Frankhawthorneite_0005433.Cu_8_8_A.oct.pdb,CU,O_CU_O,97.52,O3_CU_O3,UNK_UNK_UNK,21_8_19, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Metakirchheimerite_0005993.Co_0_0_A.oct.pdb,CO,O_CO_O,83.29,WAT1_CO_WAT2,UNK_UNK_UNK,25_0_26, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Blossite_0001075.V_1_1_A.tet.pdb,V,O_V_O,112.28,O2_V_O1,UNK_UNK_UNK,3_1_2, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Spessartine_0002781.Mn_5_5_A.cub.pdb,MN,O_MN_O,164.84,O_MN_O,UNK_UNK_UNK,32_5_0, _A_ ,1.0_1.0_1.0,MN1O8
Mineral,Cianciulliite_0001413.Mn_0_0_A.oct.pdb,MN,O_MN_O,96.39,O4_MN_O1,UNK_UNK_UNK,13_0_2, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Stewartite_0000432.Fe2_41_41_A.trv.pdb,FE,O_FE_O,90.64,O8_FE2_O-H2,UNK_UNK_UNK,21_41_29, _A_ ,1.0_1.0_1.0,FE1O2
Mineral,Frankhawthorneite_0005433.Cu_0_0_A.oct.pdb,CU,O_CU_O,170.84,O1_CU_O-H2,UNK_UNK_UNK,2_0_18, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Frankhawthorneite_0005433.Cu_8_8_A.oct.pdb,CU,O_CU_O,90.97,O3_CU_O-H2,UNK_UNK_UNK,21_8_17, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Callaghanite_0000388.Cu_3_3_A.oct.pdb,CU,O_CU_O,94.33,O3_CU_O7,UNK_UNK_UNK,54_3_57, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Shandite_0000051.Ni_24_24_A.tev.pdb,NI,PB_NI_S,90.0,PB2_NI_S,UNK_UNK_UNK,11_24_31, _A_ ,1.0_1.0_1.0,NI1PB2S1
Mineral,Cianciulliite_0001413.Mn_0_0_A.oct.pdb,MN,O_MN_O,83.61,O1_MN_O4,UNK_UNK_UNK,9_0_14, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Hydroniumjarosite_0008878.Fe_7_7_A.oct.pdb,FE,O_FE_O,90.71,O2_FE_O3,UNK_UNK_UNK,3_7_8, _A_ ,1.0_1.0_1.0,FE1O6
