Type,PDB,Metal,Angle,Degrees,atomNames,resNames,resNums,chains,occs,Environment
Mineral,Djerfisherite_0006153.Cu_118_118_A.irr.pdb,CU,S_CU_S,90.0,S3_CU_S3,UNK_UNK_UNK,55_118_139, _A_ ,1.0_1.0_1.0,CU1S3
Mineral,Gudmundite_0000020.Fe_6_6_A.irr.pdb,FE,SB_FE_SB,81.3,SB_FE_SB,UNK_UNK_UNK,7_6_1, _A_ ,1.0_1.0_1.0,FE1SB3
Mineral,Djerfisherite_0006153.Cu_118_118_A.irr.pdb,CU,S_CU_S,90.0,S3_CU_S3,UNK_UNK_UNK,55_118_135, _A_ ,1.0_1.0_1.0,CU1S3
Mineral,Djerfisherite_0006153.Cu_118_118_A.irr.pdb,CU,S_CU_S,90.0,S3_CU_S3,UNK_UNK_UNK,139_118_135, _A_ ,1.0_1.0_1.0,CU1S3
Mineral,Gudmundite_0000020.Fe_6_6_A.irr.pdb,FE,SB_FE_SB,85.25,SB_FE_SB,UNK_UNK_UNK,7_6_10, _A_ ,1.0_1.0_1.0,FE1SB3
Mineral,Molybdenite_0011823.Mo_3_3_A.irr.pdb,MO,S_MO_S,78.37,S_MO_S,UNK_UNK_UNK,1_3_2, _A_ ,1.0_1.0_1.0,MO1S2
Mineral,Gudmundite_0000020.Fe_6_6_A.irr.pdb,FE,SB_FE_SB,76.97,SB_FE_SB,UNK_UNK_UNK,1_6_10, _A_ ,1.0_1.0_1.0,FE1SB3
Mineral,Groutite_0013941.Mn_7_7_A.irr.pdb,MN,O_MN_O,78.21,O2_MN_O2,UNK_UNK_UNK,1_7_10, _A_ ,1.0_1.0_1.0,MN1O2
Mineral,Hennomartinite_0001769.Mn_30_30_A.irr.pdb,MN,O_MN_O,91.6,O3_MN_O23,UNK_UNK_UNK,21_30_6, _A_ ,1.0_1.0_1.0,MN1O3
Mineral,Duttonite_0009204.V_5_5_A.irr.pdb,V,O_V_O,81.63,O-H2_V_O-H2,UNK_UNK_UNK,3_5_8, _A_ ,1.0_1.0_1.0,V1O2
Mineral,Hennomartinite_0001769.Mn_30_30_A.irr.pdb,MN,O_MN_O,79.14,O3_MN_O41,UNK_UNK_UNK,21_30_13, _A_ ,1.0_1.0_1.0,MN1O3
Mineral,Hedenbergite_0001861.Fe_33_33_A.irr.pdb,FE,O_FE_O,87.3,O1_FE_O1,UNK_UNK_UNK,7_33_18, _A_ ,1.0_1.0_1.0,FE1O3
Mineral,Sederholmite_0011582.Ni_2_2_A.irr.pdb,NI,SE_NI_SE,85.96,SE_NI_SE,UNK_UNK_UNK,11_2_1, _A_ ,1.0_1.0_1.0,NI1SE2
Mineral,Hedenbergite_0001861.Fe_33_33_A.irr.pdb,FE,O_FE_O,92.63,O1_FE_O2,UNK_UNK_UNK,7_33_23, _A_ ,1.0_1.0_1.0,FE1O3
Mineral,Hennomartinite_0001769.Mn_30_30_A.irr.pdb,MN,O_MN_O,90.23,O23_MN_O41,UNK_UNK_UNK,6_30_13, _A_ ,1.0_1.0_1.0,MN1O3
Mineral,Hedenbergite_0001861.Fe_33_33_A.irr.pdb,FE,O_FE_O,94.08,O1_FE_O2,UNK_UNK_UNK,18_33_23, _A_ ,1.0_1.0_1.0,FE1O3
Mineral,Boleite_0005684.Cu_173_173_A.spl.pdb,CU,O_CU_O,95.51,O(2)_CU_O(1),UNK_UNK_UNK,83_173_368, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Troilite_0009769.Fe_19_19_A.irr.pdb,FE,S_FE_S,84.4,S3_FE_S1,UNK_UNK_UNK,39_19_1, _A_ ,1.0_1.0_1.0,FE1S2
Mineral,Turanite_0005935.Cu1_0_0_A.oct.pdb,CU,O_CU_O,102.57,O5_CU1_O2,UNK_UNK_UNK,46_0_40, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Boleite_0005684.Cu_173_173_A.spl.pdb,CU,O_CU_O,86.11,O(2)_CU_O(2),UNK_UNK_UNK,83_173_101, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Tungstenite_0013602.W_6_6_A.irr.pdb,W,S_W_S,81.27,S1_W_S2,UNK_UNK_UNK,10_6_12, _A_ ,1.0_1.0_1.0,W1S2
Mineral,Boleite_0005684.Cu_173_173_A.spl.pdb,CU,O_CU_O,174.24,O(2)_CU_O(1),UNK_UNK_UNK,83_173_358, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Wherryite_0005365.Cu_49_49_A.trv.pdb,CU,O_CU_O,90.46,O1_CU_O7,UNK_UNK_UNK,26_49_60, _A_ ,1.0_1.0_1.0,CU1O2
Mineral,Turanite_0005935.Cu1_0_0_A.oct.pdb,CU,O_CU_O,78.94,O5_CU1_O6,UNK_UNK_UNK,46_0_47, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Bornite_0003822.Cu_6_6_A.tet.pdb,CU,S_CU_S,109.49,S_CU_S,UNK_UNK_UNK,54_6_3, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Bornite_0003822.Cu_6_6_A.tet.pdb,CU,S_CU_S,109.45,S_CU_S,UNK_UNK_UNK,54_6_8, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Turanite_0005935.Cu1_0_0_A.oct.pdb,CU,O_CU_O,101.06,O5_CU1_O6,UNK_UNK_UNK,46_0_8, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Krausite_0001008.Fe_11_11_A.oct.pdb,FE,O_FE_O,85.3,O6_FE_O6,UNK_UNK_UNK,29_11_28, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Boleite_0005684.Cu_173_173_A.spl.pdb,CU,O_CU_O,174.24,O(1)_CU_O(2),UNK_UNK_UNK,368_173_101, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Violarite_0001000.Fe_0_0_A.tet.pdb,FE,S_FE_S,109.44,S_FE_S,UNK_UNK_UNK,11_0_1, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Bornite_0003822.Cu_6_6_A.tet.pdb,CU,S_CU_S,109.45,S_CU_S,UNK_UNK_UNK,54_6_7, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Boleite_0005684.Cu_173_173_A.spl.pdb,CU,O_CU_O,82.35,O(1)_CU_O(1),UNK_UNK_UNK,368_173_358, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Krausite_0001008.Fe_11_11_A.oct.pdb,FE,O_FE_O,86.33,O6_FE_O7,UNK_UNK_UNK,29_11_12, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Bornite_0003822.Cu_6_6_A.tet.pdb,CU,S_CU_S,109.49,S_CU_S,UNK_UNK_UNK,3_6_8, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Schwertmannite_0018670.Fe_79_79_A.pyv.pdb,FE,O_FE_O,72.19,O_FE_O,UNK_UNK_UNK,16_79_93, _A_ ,1.0_1.0_1.0,FE1O4
Mineral,Krausite_0001008.Fe_11_11_A.oct.pdb,FE,O_FE_O,91.32,O6_FE_O4,UNK_UNK_UNK,29_11_24, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Troilite_0009769.Fe_25_25_A.irr.pdb,FE,S_FE_S,85.96,S2_FE_S1,UNK_UNK_UNK,44_25_1, _A_ ,1.0_1.0_1.0,FE1S2
Mineral,Violarite_0001000.Fe_0_0_A.tet.pdb,FE,S_FE_S,109.49,S_FE_S,UNK_UNK_UNK,11_0_6, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Turanite_0005935.Cu1_0_0_A.oct.pdb,CU,O_CU_O,77.42,O5_CU1_O2,UNK_UNK_UNK,46_0_16, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Boleite_0005684.Cu_173_173_A.spl.pdb,CU,O_CU_O,95.51,O(2)_CU_O(1),UNK_UNK_UNK,101_173_358, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Naquite_0008632.Fe_4_4_A.irr.pdb,FE,SI_FE_SI,112.54,SI_FE_SI,UNK_UNK_UNK,14_4_15, _A_ ,1.0_1.0_1.0,FE1SI3
Mineral,Bornite_0003822.Cu_6_6_A.tet.pdb,CU,S_CU_S,109.49,S_CU_S,UNK_UNK_UNK,3_6_7, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Naquite_0008632.Fe_4_4_A.irr.pdb,FE,SI_FE_SI,73.84,SI_FE_SI,UNK_UNK_UNK,14_4_12, _A_ ,1.0_1.0_1.0,FE1SI3
Mineral,Violarite_0001000.Fe_0_0_A.tet.pdb,FE,S_FE_S,109.44,S_FE_S,UNK_UNK_UNK,11_0_5, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Schwertmannite_0018670.Fe_79_79_A.pyv.pdb,FE,O_FE_O,81.24,O_FE_O,UNK_UNK_UNK,16_79_17, _A_ ,1.0_1.0_1.0,FE1O4
Mineral,Bornite_0003822.Cu_6_6_A.tet.pdb,CU,S_CU_S,109.45,S_CU_S,UNK_UNK_UNK,8_6_7, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Turanite_0005935.Cu1_0_0_A.oct.pdb,CU,O_CU_O,179.97,O5_CU1_O5,UNK_UNK_UNK,46_0_7, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Schwertmannite_0018670.Fe_79_79_A.pyv.pdb,FE,O_FE_O,84.62,O_FE_O,UNK_UNK_UNK,16_79_82, _A_ ,1.0_1.0_1.0,FE1O4
Mineral,Violarite_0001000.Fe_0_0_A.tet.pdb,FE,S_FE_S,109.48,S_FE_S,UNK_UNK_UNK,1_0_6, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Krausite_0001008.Fe_11_11_A.oct.pdb,FE,O_FE_O,92.94,O6_FE_O3,UNK_UNK_UNK,29_11_21, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Turanite_0005935.Cu1_0_0_A.oct.pdb,CU,O_CU_O,85.3,O2_CU1_O6,UNK_UNK_UNK,40_0_47, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Naquite_0008632.Fe_4_4_A.irr.pdb,FE,SI_FE_SI,73.79,SI_FE_SI,UNK_UNK_UNK,15_4_12, _A_ ,1.0_1.0_1.0,FE1SI3
Mineral,Haggite_0000094.V_0_0_A.oct.pdb,V,O_V_O,95.43,O1_V_O2,UNK_UNK_UNK,1_0_3, _A_ ,1.0_1.0_1.0,V1O6
Mineral,Djerfisherite_0006153.Fe_12_12_A.tet.pdb,FE,S_FE_S,107.27,S2_FE_S4,UNK_UNK_UNK,146_12_13, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Krausite_0001008.Fe_11_11_A.oct.pdb,FE,O_FE_O,177.06,O6_FE_O3,UNK_UNK_UNK,29_11_4, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Turanite_0005935.Cu1_0_0_A.oct.pdb,CU,O_CU_O,94.7,O2_CU1_O6,UNK_UNK_UNK,40_0_8, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Violarite_0001000.Fe_0_0_A.tet.pdb,FE,S_FE_S,109.49,S_FE_S,UNK_UNK_UNK,1_0_5, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Ransomite_0000203.Cu_11_11_A.spv.pdb,CU,O_CU_O,89.13,WAT3_CU_O8,UNK_UNK_UNK,37_11_17, _A_ ,1.0_1.0_1.0,CU1O3
Mineral,Violarite_0001000.Fe_0_0_A.tet.pdb,FE,S_FE_S,109.48,S_FE_S,UNK_UNK_UNK,6_0_5, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Jarosite_0014420.Fe_42_42_A.irr.pdb,FE,O_FE_O,87.16,O-H_FE_O2,UNK_UNK_UNK,16_42_25, _A_ ,1.0_1.0_1.0,FE1O3
Mineral,Turanite_0005935.Cu1_0_0_A.oct.pdb,CU,O_CU_O,179.99,O2_CU1_O2,UNK_UNK_UNK,40_0_16, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Djerfisherite_0006153.Fe_12_12_A.tet.pdb,FE,S_FE_S,107.24,S2_FE_S3,UNK_UNK_UNK,146_12_14, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Krausite_0001008.Fe_11_11_A.oct.pdb,FE,O_FE_O,86.33,O6_FE_O7,UNK_UNK_UNK,28_11_12, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Jarosite_0014420.Fe_42_42_A.irr.pdb,FE,O_FE_O,87.45,O-H_FE_O-H,UNK_UNK_UNK,16_42_6, _A_ ,1.0_1.0_1.0,FE1O3
Mineral,Ransomite_0000203.Cu_11_11_A.spv.pdb,CU,O_CU_O,90.87,WAT3_CU_O8,UNK_UNK_UNK,37_11_5, _A_ ,1.0_1.0_1.0,CU1O3
Mineral,Strontio-orthojoaquinite_0014113.Fe_41_41_A.irr.pdb,FE,O_FE_O,95.48,O8_FE_O24,UNK_UNK_UNK,21_41_143, _A_ ,1.0_1.0_1.0,FE1O5
Mineral,Haggite_0000094.V_0_0_A.oct.pdb,V,O_V_O,95.43,O1_V_O2,UNK_UNK_UNK,1_0_17, _A_ ,1.0_1.0_1.0,V1O6
Mineral,Ransomite_0000203.Cu_11_11_A.spv.pdb,CU,O_CU_O,180.0,O8_CU_O8,UNK_UNK_UNK,17_11_5, _A_ ,1.0_1.0_1.0,CU1O3
Mineral,Ashburtonite_0001412.Cu_48_48_A.irr.pdb,CU,O_CU_O,93.37,O4_CU_O2,UNK_UNK_UNK,76_48_4, _A_ ,1.0_1.0_1.0,CU1O3
Mineral,Ashburtonite_0001412.Cu_48_48_A.irr.pdb,CU,O_CU_O,94.14,O4_CU_O1,UNK_UNK_UNK,76_48_61, _A_ ,1.0_1.0_1.0,CU1O3
Mineral,Krausite_0001008.Fe_11_11_A.oct.pdb,FE,O_FE_O,91.28,O6_FE_O4,UNK_UNK_UNK,28_11_24, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Gladite_0006075.Cu_0_0_A.tet.pdb,CU,S_CU_S,117.04,S33_CU_S33,UNK_UNK_UNK,5_0_3, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Turanite_0005935.Cu1_0_0_A.oct.pdb,CU,O_CU_O,77.45,O2_CU1_O5,UNK_UNK_UNK,40_0_7, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Jarosite_0014420.Fe_42_42_A.irr.pdb,FE,O_FE_O,87.16,O2_FE_O-H,UNK_UNK_UNK,25_42_6, _A_ ,1.0_1.0_1.0,FE1O3
Mineral,Schwertmannite_0018670.Fe_79_79_A.pyv.pdb,FE,O_FE_O,89.2,O_FE_O,UNK_UNK_UNK,93_79_17, _A_ ,1.0_1.0_1.0,FE1O4
Mineral,Haggite_0000094.V_0_0_A.oct.pdb,V,O_V_O,95.48,O1_V_O3,UNK_UNK_UNK,1_0_16, _A_ ,1.0_1.0_1.0,V1O6
Mineral,Gladite_0006075.Cu_0_0_A.tet.pdb,CU,S_CU_S,97.46,S33_CU_S12,UNK_UNK_UNK,5_0_2, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Schwertmannite_0018670.Fe_79_79_A.pyv.pdb,FE,O_FE_O,149.41,O_FE_O,UNK_UNK_UNK,93_79_82, _A_ ,1.0_1.0_1.0,FE1O4
Mineral,Djerfisherite_0006153.Fe_12_12_A.tet.pdb,FE,S_FE_S,105.36,S2_FE_S2,UNK_UNK_UNK,146_12_151, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Gladite_0006075.Cu_0_0_A.tet.pdb,CU,S_CU_S,115.58,S33_CU_S21,UNK_UNK_UNK,5_0_1, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Schwertmannite_0018670.Fe_79_79_A.pyv.pdb,FE,O_FE_O,107.07,O_FE_O,UNK_UNK_UNK,17_79_82, _A_ ,1.0_1.0_1.0,FE1O4
Mineral,Haggite_0000094.V_0_0_A.oct.pdb,V,O_V_O,95.48,O1_V_O3,UNK_UNK_UNK,1_0_15, _A_ ,1.0_1.0_1.0,V1O6
Mineral,Strontio-orthojoaquinite_0014113.Fe_41_41_A.irr.pdb,FE,O_FE_O,134.5,O8_FE_O-H7,UNK_UNK_UNK,21_41_161, _A_ ,1.0_1.0_1.0,FE1O5
Mineral,Manganite_0013942.Mn_8_8_A.irr.pdb,MN,O_MN_O,82.4,O1_MN_O1,UNK_UNK_UNK,0_8_5, _A_ ,1.0_1.0_1.0,MN1O2
Mineral,Spherocobaltite_0000104.Co_4_4_A.oct.pdb,CO,O_CO_O,91.37,O_CO_O,UNK_UNK_UNK,1_4_9, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Haggite_0000094.V_0_0_A.oct.pdb,V,O_V_O,170.99,O1_V_O3,UNK_UNK_UNK,1_0_2, _A_ ,1.0_1.0_1.0,V1O6
Mineral,Djerfisherite_0006153.Fe_12_12_A.tet.pdb,FE,S_FE_S,121.41,S4_FE_S3,UNK_UNK_UNK,13_12_14, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Krausite_0001008.Fe_11_11_A.oct.pdb,FE,O_FE_O,177.08,O6_FE_O3,UNK_UNK_UNK,28_11_21, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Ashburtonite_0001412.Cu_48_48_A.irr.pdb,CU,O_CU_O,85.3,O2_CU_O1,UNK_UNK_UNK,4_48_61, _A_ ,1.0_1.0_1.0,CU1O3
Mineral,Strontio-orthojoaquinite_0014113.Fe_41_41_A.irr.pdb,FE,O_FE_O,80.37,O8_FE_O18,UNK_UNK_UNK,21_41_129, _A_ ,1.0_1.0_1.0,FE1O5
Mineral,Haggite_0000094.V_0_0_A.oct.pdb,V,O_V_O,99.28,O2_V_O2,UNK_UNK_UNK,3_0_17, _A_ ,1.0_1.0_1.0,V1O6
Mineral,Krausite_0001008.Fe_11_11_A.oct.pdb,FE,O_FE_O,92.9,O6_FE_O3,UNK_UNK_UNK,28_11_4, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Auricupride_0011894.Cu_19_19_A.spv.pdb,CU,AU_CU_AU,90.0,AU_CU_AU,UNK_UNK_UNK,8_19_5, _A_ ,1.0_1.0_1.0,CU1AU3
Mineral,Spherocobaltite_0000104.Co_4_4_A.oct.pdb,CO,O_CO_O,88.65,O_CO_O,UNK_UNK_UNK,1_4_8, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Corkite_0014810.Fe_10_10_A.oct.pdb,FE,O_FE_O,90.74,O2P_FE_O-H2,UNK_UNK_UNK,13_10_29, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Turanite_0005935.Cu1_0_0_A.oct.pdb,CU,O_CU_O,180.0,O6_CU1_O6,UNK_UNK_UNK,47_0_8, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Djerfisherite_0006153.Fe_12_12_A.tet.pdb,FE,S_FE_S,107.27,S4_FE_S2,UNK_UNK_UNK,13_12_151, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Trippkeite_0015655.Cu_16_16_A.pyv.pdb,CU,O_CU_O,85.06,O1_CU_O2,UNK_UNK_UNK,14_16_27, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Krausite_0001008.Fe_11_11_A.oct.pdb,FE,O_FE_O,176.77,O7_FE_O4,UNK_UNK_UNK,12_11_24, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Auricupride_0011894.Cu_19_19_A.spv.pdb,CU,AU_CU_AU,90.0,AU_CU_AU,UNK_UNK_UNK,8_19_2, _A_ ,1.0_1.0_1.0,CU1AU3
Mineral,Strontio-orthojoaquinite_0014113.Fe_41_41_A.irr.pdb,FE,O_FE_O,113.44,O8_FE_O11,UNK_UNK_UNK,21_41_24, _A_ ,1.0_1.0_1.0,FE1O5
Mineral,Spherocobaltite_0000104.Co_4_4_A.oct.pdb,CO,O_CO_O,91.35,O_CO_O,UNK_UNK_UNK,1_4_5, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Gladite_0006075.Cu_0_0_A.tet.pdb,CU,S_CU_S,97.46,S33_CU_S12,UNK_UNK_UNK,3_0_2, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Radovanite_0012037.Cu_11_11_A.spy.pdb,CU,O_CU_O,78.74,O2_CU_O3,UNK_UNK_UNK,24_11_27, _A_ ,1.0_1.0_1.0,CU1O5
Mineral,Trippkeite_0015655.Cu_16_16_A.pyv.pdb,CU,O_CU_O,94.94,O1_CU_O2,UNK_UNK_UNK,14_16_28, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Krausite_0001008.Fe_11_11_A.oct.pdb,FE,O_FE_O,91.24,O7_FE_O3,UNK_UNK_UNK,12_11_21, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Corkite_0014810.Fe_10_10_A.oct.pdb,FE,O_FE_O,179.05,O2P_FE_O2S,UNK_UNK_UNK,13_10_36, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Trippkeite_0015655.Cu_16_16_A.pyv.pdb,CU,O_CU_O,180.0,O1_CU_O1,UNK_UNK_UNK,14_16_8, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Auricupride_0011894.Cu_19_19_A.spv.pdb,CU,AU_CU_AU,180.0,AU_CU_AU,UNK_UNK_UNK,5_19_2, _A_ ,1.0_1.0_1.0,CU1AU3
Mineral,Djerfisherite_0006153.Fe_12_12_A.tet.pdb,FE,S_FE_S,107.24,S3_FE_S2,UNK_UNK_UNK,14_12_151, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Haggite_0000094.V_0_0_A.oct.pdb,V,O_V_O,168.97,O2_V_O3,UNK_UNK_UNK,3_0_16, _A_ ,1.0_1.0_1.0,V1O6
Mineral,Radovanite_0012037.Cu_11_11_A.spy.pdb,CU,O_CU_O,174.24,O2_CU_O5,UNK_UNK_UNK,24_11_30, _A_ ,1.0_1.0_1.0,CU1O5
Mineral,Krausite_0001008.Fe_11_11_A.oct.pdb,FE,O_FE_O,91.24,O7_FE_O3,UNK_UNK_UNK,12_11_4, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Turanite_0005935.Cu1_0_0_A.oct.pdb,CU,O_CU_O,94.71,O6_CU1_O2,UNK_UNK_UNK,47_0_16, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Strontio-orthojoaquinite_0014113.Fe_41_41_A.irr.pdb,FE,O_FE_O,85.95,O24_FE_O-H7,UNK_UNK_UNK,143_41_161, _A_ ,1.0_1.0_1.0,FE1O5
Mineral,Haggite_0000094.V_0_0_A.oct.pdb,V,O_V_O,81.31,O2_V_O3,UNK_UNK_UNK,3_0_15, _A_ ,1.0_1.0_1.0,V1O6
Mineral,Krausite_0001008.Fe_11_11_A.oct.pdb,FE,O_FE_O,91.09,O4_FE_O3,UNK_UNK_UNK,24_11_21, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Gladite_0006075.Cu_0_0_A.tet.pdb,CU,S_CU_S,115.58,S33_CU_S21,UNK_UNK_UNK,3_0_1, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Radovanite_0012037.Cu_11_11_A.spy.pdb,CU,O_CU_O,89.75,O2_CU_O-H4,UNK_UNK_UNK,24_11_15, _A_ ,1.0_1.0_1.0,CU1O5
Mineral,Trippkeite_0015655.Cu_16_16_A.pyv.pdb,CU,O_CU_O,88.52,O2_CU_O2,UNK_UNK_UNK,27_16_28, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Turanite_0005935.Cu1_0_0_A.oct.pdb,CU,O_CU_O,101.08,O6_CU1_O5,UNK_UNK_UNK,47_0_7, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Haggite_0000094.V_0_0_A.oct.pdb,V,O_V_O,90.39,O2_V_O3,UNK_UNK_UNK,3_0_2, _A_ ,1.0_1.0_1.0,V1O6
Mineral,Spherocobaltite_0000104.Co_4_4_A.oct.pdb,CO,O_CO_O,88.65,O_CO_O,UNK_UNK_UNK,1_4_6, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Raspite_0009580.W_1_1_A.oct.pdb,W,O_W_O,95.49,O2_W_O3,UNK_UNK_UNK,13_1_3, _A_ ,1.0_1.0_1.0,W1O6
Mineral,Strontio-orthojoaquinite_0014113.Fe_41_41_A.irr.pdb,FE,O_FE_O,99.01,O24_FE_O18,UNK_UNK_UNK,143_41_129, _A_ ,1.0_1.0_1.0,FE1O5
Mineral,Spherocobaltite_0000104.Co_4_4_A.oct.pdb,CO,O_CO_O,179.98,O_CO_O,UNK_UNK_UNK,1_4_7, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Krausite_0001008.Fe_11_11_A.oct.pdb,FE,O_FE_O,91.05,O4_FE_O3,UNK_UNK_UNK,24_11_4, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Groutite_0013941.Mn_4_4_A.irr.pdb,MN,O_MN_O,83.38,O1_MN_O2,UNK_UNK_UNK,3_4_9, _A_ ,1.0_1.0_1.0,MN1O2
Mineral,Trippkeite_0015655.Cu_16_16_A.pyv.pdb,CU,O_CU_O,94.94,O2_CU_O1,UNK_UNK_UNK,27_16_8, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Krausite_0001008.Fe_11_11_A.oct.pdb,FE,O_FE_O,88.76,O3_FE_O3,UNK_UNK_UNK,21_11_4, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Radovanite_0012037.Cu_11_11_A.spy.pdb,CU,O_CU_O,98.58,O2_CU_O7,UNK_UNK_UNK,24_11_9, _A_ ,1.0_1.0_1.0,CU1O5
Mineral,Ferrocarpholite_0017757.Fe_15_15_A.irr.pdb,FE,O_FE_O,73.9,O4_FE_O-H5,UNK_UNK_UNK,7_15_33, _A_ ,1.0_1.0_1.0,FE1O2
Mineral,Strontio-orthojoaquinite_0014113.Fe_41_41_A.irr.pdb,FE,O_FE_O,150.74,O24_FE_O11,UNK_UNK_UNK,143_41_24, _A_ ,1.0_1.0_1.0,FE1O5
Mineral,Turanite_0005935.Cu1_0_0_A.oct.pdb,CU,O_CU_O,85.29,O6_CU1_O2,UNK_UNK_UNK,8_0_16, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Corkite_0014810.Fe_10_10_A.oct.pdb,FE,O_FE_O,84.6,O2P_FE_O-H1,UNK_UNK_UNK,13_10_22, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Haggite_0000094.V_0_0_A.oct.pdb,V,O_V_O,81.31,O2_V_O3,UNK_UNK_UNK,17_0_16, _A_ ,1.0_1.0_1.0,V1O6
Mineral,Raspite_0009580.W_1_1_A.oct.pdb,W,O_W_O,82.57,O2_W_O1,UNK_UNK_UNK,13_1_18, _A_ ,1.0_1.0_1.0,W1O6
Mineral,Trippkeite_0015655.Cu_16_16_A.pyv.pdb,CU,O_CU_O,85.06,O2_CU_O1,UNK_UNK_UNK,28_16_8, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Corkite_0014810.Fe_10_10_A.oct.pdb,FE,O_FE_O,90.77,O2P_FE_O-H2,UNK_UNK_UNK,13_10_33, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Spherocobaltite_0000104.Co_4_4_A.oct.pdb,CO,O_CO_O,91.35,O_CO_O,UNK_UNK_UNK,9_4_8, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Corkite_0014810.Fe_10_10_A.oct.pdb,FE,O_FE_O,84.62,O2P_FE_O-H1,UNK_UNK_UNK,13_10_1, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Turanite_0005935.Cu1_0_0_A.oct.pdb,CU,O_CU_O,78.92,O6_CU1_O5,UNK_UNK_UNK,8_0_7, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Radovanite_0012037.Cu_11_11_A.spy.pdb,CU,O_CU_O,102.05,O3_CU_O5,UNK_UNK_UNK,27_11_30, _A_ ,1.0_1.0_1.0,CU1O5
