id, type
4zwp,1
1cnz,1
3w5u,1
2o6a,1
1pey,1
3q8y,1
4brf,1
3sxa,1
3gce,1
1czp,1
4ko3,1
4x3s,1
4njg,1
Cuprosklodowskite-0000461,0
1sqv,1
1ubo,1
Ominelite-0004355,0
3fmu,1
Jarosite-0014420,0
1fpy,1
1vom,1
2iv2,1
4ras,1
Dioptase-0008642,0
5bys,1
1ecc,1
Bournonite-0010713,0
1ndo,1
2cm1,1
3vkr,1
2vhc,1
2e7p,1
Sewardite-0005788,0
Gravegliaite-0011006,0
2w54,1
1lkx,1
1fr3,1
3sxg,1
4zi4,1
2brk,1
3ke9,1
4gnp,1
Bonshtedtite-0020683,0
3use,1
1vha,1
4s01,1
3kef,1
3kn7,1
2glj,1
4mv0,1
2waq,1
Rhodochrosite-0009891,0
1wul,1
3sx8,1
3an1,1
3m9s,1
1yw9,1
3nvv,1
2cj2,1
4pca,1
2qh1,1
2au9,1
1kg3,1
4inp,1
1phk,1
3idb,1
4z40,1
Metamunirite-0009802,0
1rdv,1
1tv8,1
1j7a,1
1u7p,1
Catamarcaite-0006132,0
4rc6,1
2onr,1
2y0f,1
1n62,1
4m32,1
4df0,1
4ngl,1
1cc1,1
3l6r,1
3cur,1
1sij,1
1zao,1
1off,1
1kee,1
2y1d,1
3qvz,1
1t36,1
3ufx,1
3c8f,1
4hvo,1
3zgl,1
4rxl,1
2hr5,1
1c39,1
1nu5,1
1jqf,1
1bc6,1
2rj9,1
2rbk,1
Natrojarosite-0020119,0
3hyf,1
4h0l,1
1rof,1
Leisingite-0005525,0
1m0d,1
1djq,1
4wn9,1
3l72,1
4y6s,1
2gep,1
2du1,1
3aer,1
3dt7,1
2pvo,1
1z03,1
Pseudolaueite-0000193,0
Trigonite-0015671,0
4cvp,1
2hmk,1
3cfx,1
2c3p,1
3wae,1
4ry5,1
3h31,1
2e6b,1
2goy,1
3t0f,1
1axq,1
5hl4,1
Daomanite-0019982,0
1ff2,1
4muy,1
1v97,1
2id0,1
2xmm,1
3gzy,1
1wui,1
3e81,1
2qd2,1
3by0,1
3tyh,1
1tjo,1
Emplectite-0003674,0
4frd,1
3zgn,1
1bqx,1
4mig,1
5ero,1
1ino,1
1guo,1
3cxh,1
2hre,1
2vpw,1
3ew0,1
1k1e,1
2rix,1
3ab5,1
2fc0,1
3kyy,1
3x1g,1
2rj8,1
3n0q,1
4toe,1
4zqq,1
1g8k,1
1twh,1
1wuh,1
Cuproiridsite-0014173,0
3s2r,1
3vly,1
2jd2,1
4aop,1
Calderite-0018998,0
4ooa,1
Fibroferrite-0015680,0
3ciw,1
Gurimite-0010708,0
5c4e,1
Lisiguangite-0011980,0
1js2,1
2rj4,1
4xwt,1
3d27,1
1ono,1
5ffi,1
2vgb,1
1b8a,1
4dbr,1
3bvl,1
1w47,1
Frankhawthorneite-0005433,0
1ig1,1
3pzt,1
1e08,1
1jlm,1
3uva,1
4ttt,1
1zvf,1
2q93,1
3m0j,1
4r34,1
1de0,1
2gbw,1
3cg1,1
1jqn,1
4a15,1
2jls,1
1gwv,1
4hea,1
2vs5,1
2tmd,1
1lgc,1
Hematite-0000143,0
4rtb,1
3p2u,1
117e,1
4gnl,1
3v0q,1
4reu,1
1qof,1
4gmw,1
2wlb,1
4zl6,1
1ubh,1
5fpl,1
4a8i,1
2bmq,1
3a6u,1
3bz7,1
2v26,1
2ckf,1
2jh3,1
1hrk,1
3b2g,1
4fo8,1
1pc5,1
1wse,1
4ko2,1
1dyt,1
5exe,1
4frh,1
Hyttsjoite-0001799,0
2e4p,1
Picotpaulite-0011971,0
3l6c,1
3w5v,1
Stannite-0010546,0
4k37,1
3t7v,1
5aui,1
4nb9,1
4wqm,1
3aop,1
4nd8,1
4gbw,1
4crm,1
3l75,1
3a9s,1
3gcf,1
4nx7,1
2nya,1
4ndr,1
3ax7,1
4z3x,1
Kirchheimerite-0005982,0
2de7,1
1w2c,1
3dtb,1
1fa0,1
1ao0,1
1ep3,1
1l6u,1
1ww9,1
2ido,1
3cix,1
2gnm,1
3zt9,1
1n1q,1
3mi1,1
Szenicsite-0014535,0
2wul,1
Arsenopyrite-0019195,0
1gao,1
1rxs,1
2evm,1
Gillespite-0000897,0
2de6,1
2wpn,1
2au8,1
3l73,1
1xnz,1
1yq9,1
4l2n,1
2bs2,1
1ps9,1
5a4i,1
3ctz,1
Cuprokalininite-0018335,0
3qid,1
1sqx,1
2yf3,1
1a9x,1
Roubaultite-0010005,0
3p4s,1
2y7a,1
1yjj,1
Spherocobaltite-0000104,0
4ur3,1
2au6,1
1o7l,1
2am3,1
1wl9,1
1h9r,1
Berthierite-0019205,0
3kss,1
2fb2,1
4ekk,1
2anq,1
3uv6,1
2wgz,1
1djn,1
Turquoise-0010612,0
1frm,1
1frx,1
Metakirchheimerite-0005993,0
3ss1,1
4ima,1
2qf2,1
1zoy,1
2bs3,1
1o6l,1
1ohv,1
1qgu,1
3ias,1
3zgf,1
2vdc,1
Descloizite-0009663,0
4ci0,1
2yye,1
1yq4,1
2xmv,1
1iua,1
1caa,1
1yd5,1
2i6m,1
2e4q,1
1m35,1
3vr8,1
2fyu,1
1q79,1
3w43,1
4f1e,1
3k30,1
4ko1,1
1k4v,1
2y5c,1
Tugarinovite-0011769,0
3hwe,1
2e76,1
2fbw,1
1dxg,1
2akj,1
3b0j,1
4l6v,1
4nfv,1
2nwf,1
Ruizite-0019985,0
4y0d,1
2bmo,1
2e1q,1
4uob,1
3mwt,1
1bxr,1
3p4r,1
2wsc,1
4edr,1
3nvy,1
Spertiniite-0010212,0
Jamesonite-0015519,0
2rj7,1
3wcq,1
2fja,1
1vf5,1
3vlz,1
1a6q,1
1oqu,1
4r33,1
2nip,1
4fro,1
1rrk,1
3ze8,1
3hw6,1
4a8n,1
3fm6,1
2ano,1
3k2p,1
4jy9,1
Kolicite-0000783,0
1kqj,1
1s2z,1
3gzx,1
1gn9,1
1fvs,1
1qog,1
Aubertite-0009692,0
4hv6,1
