envComp,gRMSD,valence,type,mineral,amcsdID,atomName,resNum,atomNum,chain,geo,pdb_Min,pdb_Pro
FE1N5S1,0.16,3.55,Protein,nan,nan,FE,808,65015,H,oct,nan,4rkm
CU1N4O2,nan,0.56,Protein,nan,nan,CU,802,7698,C,irr,nan,1j9r
FE1O6,0.55,1.11,Protein,nan,nan,FE,403,2279,A,ctn,nan,1qvs
FE1N6,0.09,3.06,Protein,nan,nan,FE,340,9570,C,oct,nan,3prc
FE1C1N2O3,nan,2.31,Protein,nan,nan,FE,600,20506,N,irr,nan,3pci
FE1N6,0.05,2.71,Protein,nan,nan,FE,806,63507,C,oct,nan,4rkm
FE1S4,0.43,0.41,Protein,nan,nan,FE,301,1412,A,tet,nan,1yfw
CU1O2S2,0.46,0.50,Protein,nan,nan,CU,704,3572,A,tet,nan,1n68
FE1N6,0.19,3.55,Protein,nan,nan,FE,502,31924,C,oct,nan,3l75
MN1C1N1O3,nan,0.00,Protein,nan,nan,MN,6028,85996,N,irr,nan,2glj
FE1O6,0.77,1.65,Protein,nan,nan,FE,401,2266,A,oct,nan,1qw0
MN1N2O2S1,0.49,1.85,Protein,nan,nan,MN,402,12600,A,tbp,nan,4eac
CU1N3O2,nan,0.39,Protein,nan,nan,CU,702,9915,A,irr,nan,3w6w
CO1N2O4,0.65,0.96,Protein,nan,nan,CO,800,2513,A,pvp,nan,3so7
FE1O1S3,0.10,1.83,Protein,nan,nan,FE,1026,31260,D,tet,nan,1gte
MN1O5,0.54,1.22,Protein,nan,nan,MN,401,2353,A,tbp,nan,5c4f
FE1S4,0.32,2.94,Protein,nan,nan,FE,57,395,A,tet,nan,1fdn
FE1N5O1,0.07,3.27,Protein,nan,nan,FE,300,1721,A,oct,nan,1vgi
MN1N1O6,nan,2.28,Protein,nan,nan,MN,603,4218,A,irr,nan,4za5
MN1N2O1,nan,0.66,Protein,nan,nan,MN,2001,18519,C,irr,nan,3bg9
MN1N1O5,0.27,1.28,Protein,nan,nan,MN,5267,12539,E,oct,nan,1jku
FE1S4,0.54,2.99,Protein,nan,nan,FE,7498,49342,D,tet,nan,1m1y
CU1N3,0.51,0.52,Protein,nan,nan,CU,556,8751,A,tri,nan,1aso
FE1S4,0.27,2.25,Protein,nan,nan,FE,585,12709,E,tet,nan,3mmc
CU1N2S2,0.61,0.84,Protein,nan,nan,CU,501,7717,A,tet,nan,2e86
FE1S4,0.21,2.09,Protein,nan,nan,FE,67,961,A,tet,nan,3tbm
FE1N4O1,0.38,2.75,Protein,nan,nan,FE,760,23072,B,spy,nan,3ttt
FE1N4S1,0.41,3.38,Protein,nan,nan,FE,500,6647,A,spy,nan,1d0o
FE1C3S2,0.31,2.67,Protein,nan,nan,FE,1550,18643,S,spy,nan,4uew
MN1C1N2O4,nan,0.00,Protein,nan,nan,MN,395,9246,A,irr,nan,3m8w
FE1S4,0.30,1.40,Protein,nan,nan,FE,1026,30889,A,tet,nan,1gt8
W1O6,0.44,5.95,Protein,nan,nan,W,1578,35302,A,oct,nan,1i96
CU1N3O1,0.77,0.55,Protein,nan,nan,CU,803,5918,A,tet,nan,1ehk
FE1N2O3,0.24,1.22,Protein,nan,nan,FE,601,10467,D,spy,nan,4whr
CU1N1O3,0.65,0.18,Protein,nan,nan,CU,202,3904,D,bva,nan,4ko9
MN1C1O6,nan,0.00,Protein,nan,nan,MN,480,2897,A,irr,nan,2ga2
NI1N2O1,0.16,0.82,Protein,nan,nan,NI,302,3735,B,tev,nan,5bnc
MN1N3O2,0.40,0.75,Protein,nan,nan,MN,301,4937,C,spy,nan,3dkx
FE1S4,0.37,0.50,Protein,nan,nan,FE,172,10879,K,tet,nan,3mps
FE1N4O1,nan,1.93,Protein,nan,nan,FE,901,5155,C,irr,nan,4gph
CU1O2,0.62,0.21,Protein,nan,nan,CU,182,34149,M,trv,nan,3re7
W1O6,0.44,5.95,Protein,nan,nan,W,1002,35220,B,oct,nan,1i96
MN1N3O2,0.27,1.20,Protein,nan,nan,MN,504,6640,D,tbp,nan,1en6
FE1O1S3,0.10,1.73,Protein,nan,nan,FE,1026,31029,A,tet,nan,1h7w
FE1N5S1,0.04,3.56,Protein,nan,nan,FE,83,1202,A,oct,nan,2i8f
MN1C1O5,nan,0.00,Protein,nan,nan,MN,403,2838,A,irr,nan,4dtl
FE1C1N6,0.63,2.91,Protein,nan,nan,FE,602,13744,C,coc,nan,4n4o
FE1N4S1,0.50,2.72,Protein,nan,nan,FE,750,6782,B,spy,nan,3jt3
FE1N5S1,0.14,3.57,Protein,nan,nan,FE,200,3364,D,oct,nan,2dge
FE1N4O1S1,0.16,2.84,Protein,nan,nan,FE,501,3315,A,oct,nan,3voo
FE1S7,nan,2.74,Protein,nan,nan,FE,7498,16320,D,irr,nan,3u7q
FE1N5S1,0.13,3.82,Protein,nan,nan,FE,501,3143,A,oct,nan,1f26
MN1N2O2,0.39,1.35,Protein,nan,nan,MN,400,2373,A,pyv,nan,1u32
CU1N2O1S1,0.72,2.12,Protein,nan,nan,CU,201,973,A,pyv,nan,3in2
FE1N4O2,0.33,3.00,Protein,nan,nan,FE,900,42856,B,oct,nan,4aun
FE1C1O6,nan,1.96,Protein,nan,nan,FE,601,1528,A,irr,nan,1lkm
FE1C2O4,nan,1.06,Protein,nan,nan,FE,911,16136,D,irr,nan,1sq3
FE1O3,nan,0.26,Protein,nan,nan,FE,202,7894,E,irr,nan,2wtl
FE1C1N5S1,0.59,3.73,Protein,nan,nan,FE,150,3295,B,coc,nan,3nmj
NI1N2O2,0.66,1.33,Protein,nan,nan,NI,1601,5794,C,bva,nan,4epb
FE1N4O1,0.41,2.33,Protein,nan,nan,FE,501,15581,A,spy,nan,2j2m
FE1C1N1O4,nan,1.14,Protein,nan,nan,FE,300,15950,E,irr,nan,3e1m
FE1S4,0.17,2.37,Protein,nan,nan,FE,200,41452,L,tet,nan,2qjy
FE1S4,0.40,2.91,Protein,nan,nan,FE,585,12549,B,tet,nan,3mm7
MN1O3,nan,0.62,Protein,nan,nan,MN,1301,7402,B,irr,nan,2e6c
CO1O8,nan,1.33,Protein,nan,nan,CO,401,4554,A,irr,nan,1m38
FE1N6,0.13,2.74,Protein,nan,nan,FE,803,8685,B,oct,nan,1m64
FE1N5,0.10,2.25,Protein,nan,nan,FE,201,2269,B,spy,nan,4mqi
FE1O6,0.28,0.40,Protein,nan,nan,FE,1208,1336,A,oct,nan,2c6r
MN1O3,nan,0.50,Protein,nan,nan,MN,154,14696,L,irr,nan,3shd
CU1N1S2,nan,0.93,Protein,nan,nan,CU,701,7691,B,irr,nan,1j9r
FE1N1O1S3,nan,2.73,Protein,nan,nan,FE,1401,5311,A,irr,nan,1tv8
FE1N5S1,0.16,3.72,Protein,nan,nan,FE,220,19117,Q,oct,nan,2zzs
FE1C2N6,nan,3.00,Protein,nan,nan,FE,910,6345,A,irr,nan,3ufh
CO1C2N5,0.61,3.13,Protein,nan,nan,CO,1801,26223,B,coc,nan,3kox
MN1O5,nan,0.95,Protein,nan,nan,MN,533,31810,B,irr,nan,1f3x
FE1S4,0.22,2.09,Protein,nan,nan,FE,1498,24266,A,tet,nan,4wza
MO1O1S4,0.52,3.42,Protein,nan,nan,MO,5304,30152,G,tbp,nan,1g8k
FE1S4,0.34,2.78,Protein,nan,nan,FE,525,24225,B,tet,nan,1n2c
FE1S4,0.26,2.74,Protein,nan,nan,FE,65,1004,A,tet,nan,1fxr
FE1S4,0.32,2.65,Protein,nan,nan,FE,267,18557,B,tet,nan,3cur
MN1N1O3,0.23,0.56,Protein,nan,nan,MN,350,13120,A,pyv,nan,1gq7
FE1N4S1,0.21,2.90,Protein,nan,nan,FE,861,6331,A,spy,nan,3eah
FE1N3O2S1,0.24,1.58,Protein,nan,nan,FE,332,2620,A,oct,nan,1blz
FE1S4,0.27,2.84,Protein,nan,nan,FE,785,70302,3,tet,nan,2ybb
FE1S4,0.25,2.13,Protein,nan,nan,FE,482,89407,J,tet,nan,2vdc
FE1S4,0.41,4.68,Protein,nan,nan,FE,402,5331,B,tet,nan,2fb2
FE1S4,0.23,2.62,Protein,nan,nan,FE,182,37436,F,tet,nan,3i9v
NI1N1O4,0.59,0.60,Protein,nan,nan,NI,203,4817,D,spy,nan,1he1
CU1N2O2,0.59,0.79,Protein,nan,nan,CU,502,5025,A,bva,nan,1oe2
CU1N2O2,0.61,1.21,Protein,nan,nan,CU,129,936,A,bva,nan,3oqr
CO1N1S3,0.30,0.73,Protein,nan,nan,CO,224,3408,A,tet,nan,3l0s
FE1S4,0.39,2.66,Protein,nan,nan,FE,1197,18908,F,tet,nan,2vpz
MN1N1O4,0.32,1.22,Protein,nan,nan,MN,702,9772,C,spy,nan,4ywb
CO1N2O3,0.18,0.82,Protein,nan,nan,CO,603,5163,B,tbp,nan,3e3h
CU1C1N2O2,nan,0.54,Protein,nan,nan,CU,2190,7084,B,irr,nan,1sdd
FE1N1O5,0.40,0.83,Protein,nan,nan,FE,501,7339,A,oct,nan,2inc
MN1N1O4,0.45,2.75,Protein,nan,nan,MN,246,7343,D,spy,nan,1qdo
MN1O3,0.35,0.67,Protein,nan,nan,MN,204,1799,A,spv,nan,4rgc
MN1O6,0.32,0.50,Protein,nan,nan,MN,400,6410,A,oct,nan,4gil
FE1C1N2O4,0.78,1.05,Protein,nan,nan,FE,1310,15047,D,coc,nan,2cb2
FE1C1N6,0.62,2.98,Protein,nan,nan,FE,602,13755,C,coc,nan,4n4n
FE1N2O4,0.30,1.31,Protein,nan,nan,FE,1503,4220,B,oct,nan,2yz5
CU1N2S1,0.38,0.63,Protein,nan,nan,CU,618,7965,B,tri,nan,3x1b
FE1C1N1O5,nan,1.32,Protein,nan,nan,FE,704,31445,E,irr,nan,3v83
CU1N3,0.56,0.47,Protein,nan,nan,CU,602,2329,B,tri,nan,2aps
FE1N1S3,0.31,3.00,Protein,nan,nan,FE,496,48077,A,tet,nan,2afi
CO1N6,0.32,2.94,Protein,nan,nan,CO,301,2092,A,oct,nan,5c8f
CU1C2N3,nan,0.34,Protein,nan,nan,CU,416,19739,I,irr,nan,3rgb
MN1N1O5,0.48,1.61,Protein,nan,nan,MN,238,7285,B,oct,nan,1val
MN1N1O5,0.57,1.15,Protein,nan,nan,MN,500,4691,A,oct,nan,1d3v
FE1N5S1,0.06,3.69,Protein,nan,nan,FE,500,6597,B,oct,nan,4d34
FE1N2O3,nan,0.66,Protein,nan,nan,FE,5600,20755,L,irr,nan,1ykn
FE1C1N1O6,nan,1.41,Protein,nan,nan,FE,501,35462,F,irr,nan,5cnv
FE1C1N1O5,nan,0.75,Protein,nan,nan,FE,202,30589,J,irr,nan,4toe
FE1N4S1,0.50,1.21,Protein,nan,nan,FE,501,1538,A,spy,nan,4iew
FE1C1N1O5,nan,1.43,Protein,nan,nan,FE,601,8223,A,irr,nan,3dhi
MN1N1O1,nan,0.86,Protein,nan,nan,MN,101,850,B,irr,nan,4fka
FE1N2O4,0.57,1.36,Protein,nan,nan,FE,302,4491,B,oct,nan,4d4z
FE1N6,0.05,2.83,Protein,nan,nan,FE,606,8956,B,oct,nan,4l3x
FE1S4,0.30,2.62,Protein,nan,nan,FE,603,15539,C,tet,nan,4wes
MN1N2O3,nan,0.80,Protein,nan,nan,MN,412,12286,B,irr,nan,3t1i
FE1S4,0.43,2.19,Protein,nan,nan,FE,1110,12789,B,tet,nan,2fje
FE1N4S1,0.56,1.09,Protein,nan,nan,FE,201,15244,L,spy,nan,4c4u
FE1O5,nan,0.21,Protein,nan,nan,FE,202,30890,T,irr,nan,4toc
CU1N3O2,nan,1.07,Protein,nan,nan,CU,1338,2628,A,irr,nan,4csz
FE1S4,0.42,2.70,Protein,nan,nan,FE,307,3384,B,tet,nan,1b0v
MN1C1N1O5,nan,0.00,Protein,nan,nan,MN,505,7188,C,irr,nan,1hqx
FE1N1O3,0.51,1.08,Protein,nan,nan,FE,202,10101,B,bva,nan,1sof
FE1C1N3O2,nan,0.97,Protein,nan,nan,FE,901,13301,A,irr,nan,2iuk
CU1N3,0.51,0.57,Protein,nan,nan,CU,153,1114,A,tri,nan,1oal
FE1N4S1,0.16,2.77,Protein,nan,nan,FE,201,3877,A,spy,nan,1jgc
FE1S4,0.46,4.37,Protein,nan,nan,FE,302,36346,B,bva,nan,1e7p
FE1N1S3,0.24,2.65,Protein,nan,nan,FE,801,73981,D,tet,nan,4hea
W1O6,0.44,5.76,Protein,nan,nan,W,1013,45485,T,oct,nan,1i94
CU1N3O3,0.61,0.56,Protein,nan,nan,CU,1298,7331,C,pvp,nan,2xla
CU1N3O1,0.26,0.44,Protein,nan,nan,CU,603,8068,B,tet,nan,4q89
FE1N3O1,0.57,0.51,Protein,nan,nan,FE,1003,9066,C,pyv,nan,2d40
MN1N1O3,0.63,1.06,Protein,nan,nan,MN,502,7191,C,bva,nan,1p8n
MN1C1O7,nan,0.00,Protein,nan,nan,MN,5,4144,C,irr,nan,1m0d
FE1N4O1S1,0.33,1.23,Protein,nan,nan,FE,202,3760,B,oct,nan,2hvb
V1O6,0.64,4.79,Protein,nan,nan,V,2001,7594,B,oct,nan,2d1g
MN1C1N1O6,nan,0.00,Protein,nan,nan,MN,401,7248,C,irr,nan,4i06
FE1S4,0.19,2.60,Protein,nan,nan,FE,1001,9676,X,tet,nan,4udy
FE1N5,0.05,1.86,Protein,nan,nan,FE,801,5997,A,spy,nan,3s3b
FE1S4,0.18,2.20,Protein,nan,nan,FE,1334,20078,A,tet,nan,3una
FE1N4O1S1,0.32,2.96,Protein,nan,nan,FE,462,18383,E,oct,nan,2ij7
CU1N2S1,0.50,0.68,Protein,nan,nan,CU,201,1900,B,tri,nan,2hxa
W1O6,0.42,5.74,Protein,nan,nan,W,1002,35130,B,oct,nan,1i97
FE1N2O4,0.17,1.04,Protein,nan,nan,FE,300,7522,A,oct,nan,2gcu
MN1N1O5,0.23,1.55,Protein,nan,nan,MN,301,1811,A,oct,nan,1qny
FE1O2S4,nan,2.68,Protein,nan,nan,FE,575,12691,D,irr,nan,3mmb
FE1O4,nan,0.38,Protein,nan,nan,FE,205,10225,B,irr,nan,4isp
FE1S4,0.32,2.68,Protein,nan,nan,FE,303,12356,T,tet,nan,4ko2
FE1S4,0.48,2.78,Protein,nan,nan,FE,1267,18486,C,tet,nan,4ue6
CU1C1O1S3,nan,1.00,Protein,nan,nan,CU,901,43407,O,irr,nan,1mjg
FE1S4,0.30,2.25,Protein,nan,nan,FE,107,855,A,tet,nan,1pc4
FE1S4,0.32,1.99,Protein,nan,nan,FE,2999,5889,B,tet,nan,1hrk
MN1O6,0.49,1.11,Protein,nan,nan,MN,604,17713,D,oct,nan,1gz4
MN1C1O6,nan,0.00,Protein,nan,nan,MN,1074,44744,G,irr,nan,1t36
CO1C1N1O4,nan,0.79,Protein,nan,nan,CO,1995,30791,C,irr,nan,2wyr
FE1N4S1,0.07,2.83,Protein,nan,nan,FE,500,6480,A,spy,nan,4upt
FE1N5,0.42,2.23,Protein,nan,nan,FE,148,4564,D,spy,nan,1gbu
FE1S4,0.24,2.60,Protein,nan,nan,FE,1003,26541,G,tet,nan,4z3x
FE1S4,0.26,2.35,Protein,nan,nan,FE,514,3157,A,tet,nan,3lgb
FE1S3,0.35,1.74,Protein,nan,nan,FE,2402,5313,B,tev,nan,1tv7
FE1S4,0.61,4.39,Protein,nan,nan,FE,302,36750,H,tet,nan,1e7p
FE1N6,0.12,2.16,Protein,nan,nan,FE,1004,1597,A,oct,nan,2z47
FE1S3,nan,2.70,Protein,nan,nan,FE,3001,25154,A,irr,nan,4y28
FE1N5,0.48,2.24,Protein,nan,nan,FE,400,4584,B,spy,nan,3ng6
FE1N1S3,0.33,2.38,Protein,nan,nan,FE,80,1261,A,tet,nan,3tbn
FE1S4,0.29,1.33,Protein,nan,nan,FE,1029,31201,B,tet,nan,1gth
FE1O2,nan,0.21,Protein,nan,nan,FE,180,34030,Q,irr,nan,3rgd
FE1S6,nan,2.81,Protein,nan,nan,FE,301,13875,D,irr,nan,3ayz
NI1N3O2,nan,1.29,Protein,nan,nan,NI,146,12871,G,irr,nan,3i2b
CO1C2N1O4,nan,1.32,Protein,nan,nan,CO,553,8506,A,irr,nan,3nvl
MN1O6,0.39,1.15,Protein,nan,nan,MN,401,4599,B,oct,nan,4yzg
FE1S4,0.38,2.97,Protein,nan,nan,FE,575,3596,A,tet,nan,4gep
FE1S4,0.28,4.41,Protein,nan,nan,FE,79,1176,A,tet,nan,1bqx
MN1O2,nan,0.71,Protein,nan,nan,MN,301,11958,E,irr,nan,5b0z
MN1C1N1O5,nan,0.00,Protein,nan,nan,MN,501,7177,A,irr,nan,1zpe
FE1N2,0.68,0.33,Protein,nan,nan,FE,301,4029,B,trv,nan,3o32
FE1C1S3,0.38,2.64,Protein,nan,nan,FE,502,63959,M,tet,nan,5cx1
FE1N4O1S1,0.28,2.98,Protein,nan,nan,FE,600,3477,A,oct,nan,4fia
FE1C1O6,nan,1.60,Protein,nan,nan,FE,202,7731,F,irr,nan,4iwk
FE1N2O3,0.37,0.53,Protein,nan,nan,FE,204,30436,C,spy,nan,4toc
CU1N3O2,nan,0.61,Protein,nan,nan,CU,701,9397,A,irr,nan,2cg0
NI1C1O1,nan,0.00,Protein,nan,nan,NI,4,9468,B,irr,nan,2ga0
FE1S4,0.27,3.04,Protein,nan,nan,FE,7807,26885,C,tet,nan,1r27
FE1N6,0.11,2.85,Protein,nan,nan,FE,72,584,X,oct,nan,3sj1
FE1S4,0.18,2.00,Protein,nan,nan,FE,601,19121,A,tet,nan,3nvv
FE1S4,0.21,4.16,Protein,nan,nan,FE,266,36863,C,tet,nan,1yrq
FE1O1S4,0.54,2.08,Protein,nan,nan,FE,7498,49350,D,tbp,nan,1m1y
W1S3,0.61,2.82,Protein,nan,nan,W,401,20908,A,spv,nan,1xdy
FE1N2S2,0.51,1.85,Protein,nan,nan,FE,500,14740,E,tet,nan,2ckf
FE1S4,0.22,4.14,Protein,nan,nan,FE,786,73882,U,tet,nan,2fug
MN1N3O3,0.59,1.15,Protein,nan,nan,MN,2206,6588,A,pvp,nan,1d5n
CU1N1S3,0.39,0.77,Protein,nan,nan,CU,802,6363,B,tet,nan,3s8g
FE1N5O1,0.33,2.80,Protein,nan,nan,FE,2,12428,A,oct,nan,3oma
CU1N1S2,nan,0.86,Protein,nan,nan,CU,130,11643,H,irr,nan,3n2j
FE1S4,0.22,2.65,Protein,nan,nan,FE,425,12813,A,tet,nan,3aes
FE1N2S2,0.27,1.71,Protein,nan,nan,FE,201,11781,E,tet,nan,3vmh
CU1N3,0.54,0.60,Protein,nan,nan,CU,517,28533,A,spv,nan,2eij
FE1N1S3,0.23,2.28,Protein,nan,nan,FE,1002,6207,S,tet,nan,1ubl
FE1S4,0.36,2.70,Protein,nan,nan,FE,1001,26574,H,tet,nan,4z3w
MN1C1N1O5,nan,0.00,Protein,nan,nan,MN,3,7194,B,irr,nan,1ta1
FE1C1N2O1,nan,1.62,Protein,nan,nan,FE,201,1407,A,irr,nan,4hsl
FE1S4,0.23,2.74,Protein,nan,nan,FE,301,12250,S,tet,nan,4ko1
W1O6,0.54,6.58,Protein,nan,nan,W,1001,35142,B,oct,nan,1i96
W1O6,0.49,5.02,Protein,nan,nan,W,1005,35378,E,oct,nan,1i97
FE1S4,0.39,2.66,Protein,nan,nan,FE,423,7843,M,tet,nan,1hfe
FE1N1O4,0.40,0.95,Protein,nan,nan,FE,202,10301,D,spy,nan,4zkh
W1O6,0.44,5.95,Protein,nan,nan,W,1580,35543,A,oct,nan,1i97
FE1S4,0.34,4.21,Protein,nan,nan,FE,2290,8831,C,tet,nan,1xcp
FE1C1N5,0.15,3.59,Protein,nan,nan,FE,163,10021,G,oct,nan,2oif
FE1N5O1,0.19,2.93,Protein,nan,nan,FE,501,3382,A,oct,nan,3afv
CO1C1N3O3,0.77,1.19,Protein,nan,nan,CO,1705,9414,D,coc,nan,1rv8
MO1N1O1S3,nan,4.26,Protein,nan,nan,MO,3004,20018,A,irr,nan,3bdj
CU1N3,0.74,0.40,Protein,nan,nan,CU,1762,11174,A,tev,nan,4bty
FE1N5,0.24,3.12,Protein,nan,nan,FE,1128,1232,A,spy,nan,2xle
NI1C1N1O1,nan,0.00,Protein,nan,nan,NI,1467,6987,A,irr,nan,5fsh
FE1N6,0.10,2.28,Protein,nan,nan,FE,96,1498,A,oct,nan,1aw3
FE1C1N6,0.65,2.77,Protein,nan,nan,FE,908,21618,B,hvp,nan,4lmh
FE1N5,0.15,1.88,Protein,nan,nan,FE,3003,9705,A,spy,nan,3nak
FE1N4S1,0.16,2.25,Protein,nan,nan,FE,801,6709,A,spy,nan,4fw0
NI1N3O3,0.34,1.52,Protein,nan,nan,NI,601,7311,A,oct,nan,2w2i
FE1S4,0.30,2.07,Protein,nan,nan,FE,1334,20079,A,tet,nan,3una
FE1N6,0.05,2.89,Protein,nan,nan,FE,806,15750,C,oct,nan,1siw
MN1C1N3O1,nan,0.00,Protein,nan,nan,MN,502,7074,B,irr,nan,4kir
FE1C1N5,0.17,3.69,Protein,nan,nan,FE,142,4329,C,oct,nan,1a9w
CO1C1O3,nan,0.66,Protein,nan,nan,CO,1437,3330,A,irr,nan,4d5i
FE1N4S1,nan,1.08,Protein,nan,nan,FE,201,15305,I,irr,nan,4bff
W1O6,0.39,6.20,Protein,nan,nan,W,1580,35538,A,oct,nan,1i97
CU1N2O1,0.13,0.84,Protein,nan,nan,CU,402,2551,A,tev,nan,2vn3
FE1O5,0.49,0.18,Protein,nan,nan,FE,205,15328,F,spy,nan,5d8p
FE1N4O1,0.16,2.20,Protein,nan,nan,FE,1503,63489,I,spy,nan,2xq1
MN1O5,0.47,0.80,Protein,nan,nan,MN,346,11067,D,tbp,nan,2zad
FE1N4O1S1,0.16,3.10,Protein,nan,nan,FE,417,9239,B,oct,nan,3oft
FE1S4,0.36,2.95,Protein,nan,nan,FE,6,7841,E,tet,nan,3p1m
FE1S4,0.21,2.79,Protein,nan,nan,FE,586,12611,B,tet,nan,3mm5
FE1C1O4,nan,1.38,Protein,nan,nan,FE,203,50032,E,irr,nan,2jd8
FE1N6,0.12,2.17,Protein,nan,nan,FE,5,14166,A,oct,nan,2rf7
FE1N5S1,0.09,4.21,Protein,nan,nan,FE,301,27983,K,oct,nan,2qjp
FE1N4O1S1,0.15,3.13,Protein,nan,nan,FE,601,7629,A,oct,nan,3v8d
CU1N2O2,0.26,0.75,Protein,nan,nan,CU,109,1645,A,pyv,nan,1keb
NI1O2,0.78,0.15,Protein,nan,nan,NI,1556,4448,B,trv,nan,2jih
W1O6,0.42,5.74,Protein,nan,nan,W,1012,45399,D,oct,nan,1i94
CO1N5,0.24,2.98,Protein,nan,nan,CO,1601,13313,B,spy,nan,1uc5
CU1N1S3,0.27,0.73,Protein,nan,nan,CU,1004,12932,B,tet,nan,3dtu
FE1C1N5,0.35,3.20,Protein,nan,nan,FE,142,4431,A,oct,nan,1coh
CO1N1O3,0.63,0.51,Protein,nan,nan,CO,472,13829,D,bva,nan,3oce
FE1S4,0.32,2.70,Protein,nan,nan,FE,1267,18501,C,tet,nan,4ucx
CO1O3,nan,0.68,Protein,nan,nan,CO,801,7249,C,irr,nan,5ero
FE1S4,0.31,1.51,Protein,nan,nan,FE,1026,31244,C,tet,nan,1gt8
FE1N4S1,0.12,2.85,Protein,nan,nan,FE,500,6595,B,spy,nan,3nlu
FE1S4,0.37,2.05,Protein,nan,nan,FE,605,17747,A,tet,nan,5bys
MN1N1O4,0.33,2.39,Protein,nan,nan,MN,297,4639,B,tbp,nan,1wkm
MN1N2O3,0.29,0.79,Protein,nan,nan,MN,402,5508,A,spy,nan,1s8e
FE1C1N6,0.61,3.25,Protein,nan,nan,FE,1008,8786,B,coc,nan,3ttb
NI1C1N1O5,nan,0.00,Protein,nan,nan,NI,401,4763,B,irr,nan,4gsm
MN1O4,0.13,1.12,Protein,nan,nan,MN,301,2085,A,spl,nan,2b97
FE1S4,0.25,2.14,Protein,nan,nan,FE,4001,20248,B,tet,nan,1fo4
MN1N1O4,nan,0.69,Protein,nan,nan,MN,401,10821,B,irr,nan,4d8f
FE1N6,0.25,2.67,Protein,nan,nan,FE,382,16607,C,oct,nan,1ntz
NI1N1O3,0.46,0.97,Protein,nan,nan,NI,403,6222,A,pyv,nan,3wd7
FE1N6,0.07,2.87,Protein,nan,nan,FE,604,8487,A,oct,nan,4l3x
FE1S4,0.16,2.64,Protein,nan,nan,FE,581,4480,A,tet,nan,1c4a
FE1N6,0.09,3.10,Protein,nan,nan,FE,404,5923,A,oct,nan,2d0t
FE1N6,0.09,2.98,Protein,nan,nan,FE,1296,4991,B,oct,nan,1ofw
FE1C1N4S1,0.13,3.37,Protein,nan,nan,FE,422,13106,B,oct,nan,4c9o
CU1N2S2,0.61,0.77,Protein,nan,nan,CU,107,1651,B,tet,nan,1sfd
FE1S4,0.25,1.90,Protein,nan,nan,FE,602,18884,A,tet,nan,3nvz
MN1C1N1O5,nan,0.00,Protein,nan,nan,MN,402,9201,A,irr,nan,4lre
MN1N1O5,0.53,1.12,Protein,nan,nan,MN,401,14492,E,oct,nan,4dz4
FE1O2,0.46,0.44,Protein,nan,nan,FE,203,30993,W,trv,nan,4toc
CU1C1N4S1,nan,0.65,Protein,nan,nan,CU,501,5348,B,irr,nan,1bug
FE1S4,0.19,2.39,Protein,nan,nan,FE,501,42644,A,tet,nan,5aa5
MN1C1N1O4,0.80,0.00,Protein,nan,nan,MN,1032,27597,D,con,nan,2d3c
FE1S4,0.56,2.94,Protein,nan,nan,FE,1274,6876,B,bva,nan,4ci0
FE1N3O3,0.33,1.64,Protein,nan,nan,FE,115,3848,B,oct,nan,2hmq
MO1O1S4SE1,0.64,2.96,Protein,nan,nan,MO,803,5679,A,tpr,nan,1fdo
FE1S4,0.34,3.01,Protein,nan,nan,FE,502,1965,A,tet,nan,4m7t
FE1N5S2,0.71,3.34,Protein,nan,nan,FE,807,62815,A,coc,nan,4rkm
FE1C1N1O5,0.75,1.24,Protein,nan,nan,FE,703,31156,B,coc,nan,3v83
FE1S3,0.73,2.24,Protein,nan,nan,FE,1464,36677,G,tev,nan,2w55
FE1S4,0.17,2.83,Protein,nan,nan,FE,108,3381,A,tet,nan,1b0v
FE1S4,nan,4.42,Protein,nan,nan,FE,910,18966,B,irr,nan,1rm6
MN1N4O2,0.37,0.57,Protein,nan,nan,MN,200,20329,O,oct,nan,4uxa
FE1N4,0.43,0.40,Protein,nan,nan,FE,534,8054,A,pyv,nan,3kvc
CO1O4,0.60,0.45,Protein,nan,nan,CO,2001,3806,A,bvp,nan,4jka
MN1N3O2,0.31,1.31,Protein,nan,nan,MN,1211,6484,B,tbp,nan,2cdy
FE1C1N1O4,nan,1.41,Protein,nan,nan,FE,300,16058,E,irr,nan,3e1n
FE1S4,0.34,2.81,Protein,nan,nan,FE,323,2529,A,tet,nan,2pia
FE1N6,0.11,2.70,Protein,nan,nan,FE,808,66511,L,oct,nan,4rkm
FE1N6,0.20,1.97,Protein,nan,nan,FE,201,50272,i,oct,nan,4fby
CU1N2S1,0.39,0.58,Protein,nan,nan,CU,129,3892,D,tri,nan,2tsa
FE1N2O4,0.29,1.90,Protein,nan,nan,FE,401,2775,A,oct,nan,5eqv
FE1C1N5,0.14,3.07,Protein,nan,nan,FE,147,4477,B,oct,nan,3pia
FE1S4,0.40,2.19,Protein,nan,nan,FE,805,14597,D,tet,nan,3or2
FE1N4S1,0.16,2.65,Protein,nan,nan,FE,801,6788,B,spy,nan,4fw0
FE1N6,0.12,2.85,Protein,nan,nan,FE,1002,8549,A,oct,nan,3f29
FE1S4,0.25,3.89,Protein,nan,nan,FE,1266,18472,A,tet,nan,4ud6
