Ferrocarpholite_0017757.Fe_15_15_A.irr.pdb,FE,O,2.26,FE,O-H5,1.0,1.0,UNK,UNK,15,33,A, 
Campigliaite_0000866.Cu3_2_2_A.oct.pdb,CU,O,2.28,CU3,O5,1.0,1.0,UNK,UNK,2,10,A, 
Radovanite_0012037.Cu_11_11_A.spy.pdb,CU,O,1.95,CU,O7,1.0,1.0,UNK,UNK,11,9,A, 
Pyrophanite_0007448.Mn_19_19_A.irr.pdb,MN,O,2.28,MN,O,1.0,1.0,UNK,UNK,19,15,A, 
Shandite_0000051.Ni_4_4_A.oct.pdb,NI,PB,2.79,NI,PB2,1.0,1.0,UNK,UNK,4,11,A, 
Harstigite_0010962.Mn_83_83_A.irr.pdb,MN,O,2.21,MN,O6,1.0,1.0,UNK,UNK,83,67,A, 
Joteite_0019980.Cu_2_2_A.spl.pdb,CU,O,1.96,CU,O2,1.0,1.0,UNK,UNK,2,42,A, 
Ferrotychite_0012463.Fe_10_10_A.oct.pdb,FE,O,2.13,FE,O2,1.0,1.0,UNK,UNK,10,70,A, 
Scorodite_0018660.Fe_0_0_A.oct.pdb,FE,O,1.99,FE,O4,1.0,1.0,UNK,UNK,0,17,A, 
Carminite_0014520.Fe_40_40_A.irr.pdb,FE,O,2.16,FE,O2,1.0,1.0,UNK,UNK,40,59,A, 
Joteite_0019980.Cu_2_2_A.spl.pdb,CU,O,1.95,CU,O1,1.0,1.0,UNK,UNK,2,5,A, 
Groutite_0013941.Mn_0_0_A.oct.pdb,MN,O,1.97,MN,O2,1.0,1.0,UNK,UNK,0,10,A, 
Carminite_0014520.Fe_40_40_A.irr.pdb,FE,O,2.08,FE,O-H6,1.0,1.0,UNK,UNK,40,29,A, 
Shandite_0000051.Ni_4_4_A.oct.pdb,NI,PB,2.79,NI,PB1,1.0,1.0,UNK,UNK,4,0,A, 
Harstigite_0010962.Mn_83_83_A.irr.pdb,MN,BE,2.71,MN,BE2,1.0,1.0,UNK,UNK,83,3,A, 
Volborthite_0018666.V_12_12_A.tet.pdb,V,O,1.71,V,O3,1.0,1.0,UNK,UNK,12,13,A, 
Stannite_0010546.Cu_4_4_A.tet.pdb,CU,S,2.31,CU,S,1.0,1.0,UNK,UNK,4,5,A, 
Scorodite_0018660.Fe_0_0_A.oct.pdb,FE,O,1.94,FE,O2,1.0,1.0,UNK,UNK,0,16,A, 
Kolicite_0000783.Mn3_2_2_A.oct.pdb,MN,O,2.23,MN3,O4,1.0,1.0,UNK,UNK,2,78,A, 
Blossite_0001075.V_7_7_A.tet.pdb,V,O,1.64,V,O2,1.0,1.0,UNK,UNK,7,9,A, 
Roeblingite_0000963.Mn_46_46_A.irr.pdb,MN,O,2.25,MN,O2,1.0,1.0,UNK,UNK,46,29,A, 
Ferberite_0000231.Fe_1_1_A.oct.pdb,FE,O,2.07,FE,O2,1.0,1.0,UNK,UNK,1,16,A, 
Heterogenite_0014459.Co_5_5_A.irr.pdb,CO,O,1.9,CO,O,1.0,1.0,UNK,UNK,5,13,A, 
Groutite_0013941.Mn_0_0_A.oct.pdb,MN,O,1.89,MN,O1,1.0,1.0,UNK,UNK,0,11,A, 
Skaergaardite_0011491.Cu_27_27_A.cuv.pdb,CU,PD,2.59,CU,PD,1.0,1.0,UNK,UNK,27,10,A, 
Pseudolaueite_0000193.Fe_0_0_A.spy.pdb,FE,O,1.99,FE,O-H5,1.0,1.0,UNK,UNK,0,24,A, 
Tienshanite_0005580.Mn_858_858_A.irr.pdb,MN,O,2.11,MN,O8,1.0,1.0,UNK,UNK,858,282,A, 
Arthurite_0014708.Fe_19_19_A.irr.pdb,FE,O,2.0,FE,O-H,1.0,1.0,UNK,UNK,19,14,A, 
Scorodite_0018660.Fe_0_0_A.oct.pdb,FE,O,2.11,FE,OW1,1.0,1.0,UNK,UNK,0,6,A, 
Kolicite_0000783.Mn3_2_2_A.oct.pdb,MN,O,2.13,MN3,O-H2,1.0,1.0,UNK,UNK,2,12,A, 
Troilite_0009769.Fe_11_11_A.oct.pdb,FE,S,2.5,FE,S2,1.0,1.0,UNK,UNK,11,6,A, 
Schwertmannite_0018670.Fe_0_0_A.oct.pdb,FE,O,2.17,FE,O,1.0,1.0,UNK,UNK,0,56,A, 
Rodalquilarite_0009361.Fe_12_12_A.irr.pdb,FE,O,2.12,FE,O2,1.0,1.0,UNK,UNK,12,4,A, 
Arthurite_0014708.Fe_19_19_A.irr.pdb,FE,O,2.07,FE,O1,1.0,1.0,UNK,UNK,19,10,A, 
Dioptase_0008642.Cu_32_32_A.oct.pdb,CU,O,1.95,CU,O3,1.0,1.0,UNK,UNK,32,4,A, 
Pseudolaueite_0000193.Fe_0_0_A.spy.pdb,FE,O,1.97,FE,O2,1.0,1.0,UNK,UNK,0,3,A, 
Miharaite_0012478.Cu2_17_17_A.trv.pdb,CU,S,2.35,CU2,S3,1.0,1.0,UNK,UNK,17,34,A, 
Blossite_0001075.V_7_7_A.tet.pdb,V,O,1.76,V,O3,1.0,1.0,UNK,UNK,7,10,A, 
Dioptase_0008642.Cu_32_32_A.oct.pdb,CU,O,1.97,CU,O2,1.0,1.0,UNK,UNK,32,63,A, 
Ferberite_0000231.Fe_1_1_A.oct.pdb,FE,O,2.0,FE,O1,1.0,1.0,UNK,UNK,1,2,A, 
Kusachiite_0012142.Cu_18_18_A.irr.pdb,CU,O,2.0,CU,O,1.0,1.0,UNK,UNK,18,2,A, 
Auricupride_0011894.Cu_30_30_A.spv.pdb,CU,AU,2.64,CU,AU,1.0,1.0,UNK,UNK,30,5,A, 
Dioptase_0008642.Cu_32_32_A.oct.pdb,CU,O,2.66,CU,O4,1.0,1.0,UNK,UNK,32,33,A, 
Miharaite_0012478.Cu2_17_17_A.trv.pdb,CU,S,2.37,CU2,S6,1.0,1.0,UNK,UNK,17,12,A, 
Rodalquilarite_0009361.Fe_12_12_A.irr.pdb,FE,O,2.08,FE,O6,1.0,1.0,UNK,UNK,12,17,A, 
Tetraferroplatinum_0005247.Fe_0_0_A.cub.pdb,FE,PT,2.68,FE,PT,1.0,1.0,UNK,UNK,0,6,A, 
Kolicite_0000783.Mn3_2_2_A.oct.pdb,MN,O,2.17,MN3,O-H1,1.0,1.0,UNK,UNK,2,11,A, 
Blossite_0001075.V_7_7_A.tet.pdb,V,O,1.68,V,O1,1.0,1.0,UNK,UNK,7,8,A, 
Pseudolaueite_0000193.Fe_0_0_A.spy.pdb,FE,O,1.99,FE,O1,1.0,1.0,UNK,UNK,0,19,A, 
Hematite_0000143.Fe_6_6_A.irr.pdb,FE,O,2.12,FE,O,1.0,1.0,UNK,UNK,6,15,A, 
Troilite_0009769.Fe_11_11_A.oct.pdb,FE,S,2.36,FE,S3,1.0,1.0,UNK,UNK,11,38,A, 
Mozartite_0001932.Mn_25_25_A.trv.pdb,MN,O,2.17,MN,O1,1.0,1.0,UNK,UNK,25,14,A, 
Scorodite_0018660.Fe_0_0_A.oct.pdb,FE,O,1.96,FE,O3,1.0,1.0,UNK,UNK,0,4,A, 
Troilite_0009769.Fe_11_11_A.oct.pdb,FE,S,2.56,FE,S1,1.0,1.0,UNK,UNK,11,35,A, 
Catamarcaite_0006132.Cu2_16_16_A.tev.pdb,CU,S,2.31,CU2,S3,1.0,1.0,UNK,UNK,16,25,A, 
Mozartite_0001932.Mn_25_25_A.trv.pdb,MN,O,2.04,MN,O3,1.0,1.0,UNK,UNK,25,5,A, 
Imgreite_0011584.Ni_2_2_A.irr.pdb,NI,TE,2.65,NI,TE,1.0,1.0,UNK,UNK,2,1,A, 
Bornite_0003822.Cu_21_21_A.tev.pdb,CU,S,2.32,CU,S,1.0,1.0,UNK,UNK,21,56,A, 
Blossite_0001075.V_7_7_A.tet.pdb,V,O,1.75,V,O4,1.0,1.0,UNK,UNK,7,5,A, 
Jamesonite_0015519.Fe_45_45_A.irr.pdb,FE,S,2.62,FE,S3,1.0,1.0,UNK,UNK,45,24,A, 
Scorodite_0018660.Fe_0_0_A.oct.pdb,FE,O,1.97,FE,O1,1.0,1.0,UNK,UNK,0,15,A, 
Scacchite_0011809.Mn_5_5_A.irr.pdb,MN,CL,2.58,MN,CL,1.0,1.0,UNK,UNK,5,2,A, 
Kolicite_0000783.Mn3_2_2_A.oct.pdb,MN,O,2.36,MN3,O1,1.0,1.0,UNK,UNK,2,69,A, 
Breithauptite_0011581.Ni_0_0_A.oct.pdb,NI,SB,2.61,NI,SB,1.0,1.0,UNK,UNK,0,1,A, 
Paganoite_0006855.Ni_8_8_A.irr.pdb,NI,O,2.13,NI,O4,1.0,1.0,UNK,UNK,8,18,A, 
Pseudolaueite_0000193.Fe_0_0_A.spy.pdb,FE,O,2.01,FE,O4,1.0,1.0,UNK,UNK,0,22,A, 
Troilite_0009769.Fe_10_10_A.oct.pdb,FE,S,2.56,FE,S1,1.0,1.0,UNK,UNK,10,34,A, 
Brackebuschite_0005530.Mn_24_24_A.irr.pdb,MN,O,2.1,MN,O3,1.0,1.0,UNK,UNK,24,18,A, 
Jamesonite_0015519.Fe_45_45_A.irr.pdb,FE,S,2.4,FE,S7,1.0,1.0,UNK,UNK,45,36,A, 
Catamarcaite_0006132.Cu2_16_16_A.tev.pdb,CU,S,2.33,CU2,S1,1.0,1.0,UNK,UNK,16,2,A, 
Zlatogorite_0018698.Ni_19_19_A.irr.pdb,NI,SB,2.62,NI,SB,1.0,1.0,UNK,UNK,19,31,A, 
Troilite_0009769.Fe_22_22_A.irr.pdb,FE,S,2.56,FE,S1,1.0,1.0,UNK,UNK,22,36,A, 
Manganite_0013942.Mn_9_9_A.irr.pdb,MN,O,1.89,MN,O2,1.0,1.0,UNK,UNK,9,3,A, 
Henmilite_0001050.Cu_36_36_A.irr.pdb,CU,O,1.95,CU,O2,1.0,1.0,UNK,UNK,36,4,A, 
Troilite_0009769.Fe_10_10_A.oct.pdb,FE,S,2.72,FE,S3,1.0,1.0,UNK,UNK,10,2,A, 
Ronneburgite_0002672.Mn_21_21_A.trv.pdb,MN,O,2.14,MN,O3,1.0,1.0,UNK,UNK,21,41,A, 
Paganoite_0006855.Ni_8_8_A.irr.pdb,NI,O,2.06,NI,O3,1.0,1.0,UNK,UNK,8,4,A, 
Nickeline_0011580.Ni_3_3_A.irr.pdb,NI,AS,2.43,NI,AS,1.0,1.0,UNK,UNK,3,12,A, 
Kolicite_0000783.Mn3_2_2_A.oct.pdb,MN,O,2.22,MN3,O2,1.0,1.0,UNK,UNK,2,7,A, 
Brackebuschite_0005530.Mn_24_24_A.irr.pdb,MN,O,1.98,MN,O-H7,1.0,1.0,UNK,UNK,24,11,A, 
Henmilite_0001050.Cu_36_36_A.irr.pdb,CU,O,1.94,CU,O1,1.0,1.0,UNK,UNK,36,38,A, 
Melonite_0011792.Ni_6_6_A.irr.pdb,NI,TE,2.59,NI,TE,1.0,1.0,UNK,UNK,6,10,A, 
Catamarcaite_0006132.Cu2_16_16_A.tev.pdb,CU,S,2.34,CU2,S2,1.0,1.0,UNK,UNK,16,38,A, 
Troilite_0009769.Fe_10_10_A.oct.pdb,FE,S,2.39,FE,S2,1.0,1.0,UNK,UNK,10,45,A, 
Qusongite_0004855.W_5_5_A.irr.pdb,W,C,2.19,W,C,1.0,1.0,UNK,UNK,5,12,A, 
Bartelkeite_0019471.Fe_19_19_A.irr.pdb,FE,O,2.04,FE,O3,1.0,1.0,UNK,UNK,19,35,A, 
Paganoite_0006855.Ni_8_8_A.irr.pdb,NI,O,2.04,NI,O1,1.0,1.0,UNK,UNK,8,22,A, 
Kolicite_0000783.Mn3_2_2_A.oct.pdb,MN,O,2.16,MN3,O5,1.0,1.0,UNK,UNK,2,10,A, 
Tienshanite_0005580.Mn_856_856_A.irr.pdb,MN,O,2.11,MN,O8,1.0,1.0,UNK,UNK,856,646,A, 
Ronneburgite_0002672.Mn_21_21_A.trv.pdb,MN,O,2.17,MN,O5,1.0,1.0,UNK,UNK,21,17,A, 
Skaergaardite_0011491.Cu_34_34_A.irr.pdb,CU,PD,2.59,CU,PD,1.0,1.0,UNK,UNK,34,64,A, 
Troilite_0009769.Fe_22_22_A.irr.pdb,FE,S,2.39,FE,S2,1.0,1.0,UNK,UNK,22,6,A, 
Qusongite_0004855.W_2_2_A.irr.pdb,W,C,2.19,W,C,1.0,1.0,UNK,UNK,2,12,A, 
Troilite_0009769.Fe_24_24_A.tev.pdb,FE,S,2.39,FE,S2,1.0,1.0,UNK,UNK,24,42,A, 
Tienshanite_0005580.Mn_696_696_A.irr.pdb,MN,O,2.11,MN,O8,1.0,1.0,UNK,UNK,696,282,A, 
Stibivanite_0005232.V_1_1_A.irr.pdb,V,O,2.0,V,O2,1.0,1.0,UNK,UNK,1,13,A, 
Pentagonite_0019265.V_1_1_A.irr.pdb,V,O,1.98,V,O2,1.0,1.0,UNK,UNK,1,23,A, 
Troilite_0009769.Fe_24_24_A.tev.pdb,FE,S,2.56,FE,S1,1.0,1.0,UNK,UNK,24,35,A, 
Djerfisherite_0006153.Fe_110_110_A.trv.pdb,FE,S,2.34,FE,S3,1.0,1.0,UNK,UNK,110,121,A, 
Stibivanite_0005232.V_1_1_A.irr.pdb,V,O,1.61,V,O1,1.0,1.0,UNK,UNK,1,2,A, 
Shandite_0000051.Ni_6_6_A.oct.pdb,NI,PB,2.79,NI,PB2,1.0,1.0,UNK,UNK,6,11,A, 
Bartelkeite_0019471.Fe_19_19_A.irr.pdb,FE,O,2.21,FE,O4,1.0,1.0,UNK,UNK,19,31,A, 
Briartite_0014274.Cu_5_5_A.tet.pdb,CU,S,2.3,CU,S,1.0,1.0,UNK,UNK,5,12,A, 
Dioptase_0008642.Cu_0_0_A.oct.pdb,CU,O,1.98,CU,O3,1.0,1.0,UNK,UNK,0,69,A, 
Tienshanite_0005580.Mn_696_696_A.irr.pdb,MN,O,2.04,MN,O7,1.0,1.0,UNK,UNK,696,697,A, 
Markascherite_0018649.Cu1_16_16_A.irr.pdb,CU,O,2.31,CU1,O-H4,1.0,1.0,UNK,UNK,16,32,A, 
Schwertmannite_0018670.Fe_42_42_A.oct.pdb,FE,O,2.1,FE,O,1.0,1.0,UNK,UNK,42,44,A, 
Costibite_0005114.Co_6_6_A.trv.pdb,CO,S,2.35,CO,S,1.0,1.0,UNK,UNK,6,2,A, 
Djerfisherite_0006153.Fe_110_110_A.trv.pdb,FE,S,2.33,FE,S2,1.0,1.0,UNK,UNK,110,150,A, 
Lawrencite_0011807.Fe_0_0_A.oct.pdb,FE,CL,2.53,FE,CL,1.0,1.0,UNK,UNK,0,2,A, 
Szenicsite_0014535.Cu3_1_1_A.oct.pdb,CU,O,2.0,CU3,O5,1.0,1.0,UNK,UNK,1,58,A, 
Shandite_0000051.Ni_6_6_A.oct.pdb,NI,S,2.28,NI,S,1.0,1.0,UNK,UNK,6,5,A, 
Troilite_0009769.Fe_24_24_A.tev.pdb,FE,S,2.36,FE,S3,1.0,1.0,UNK,UNK,24,5,A, 
Cuprite_0007351.Cu_0_0_A.lin.pdb,CU,O,1.85,CU,O,1.0,1.0,UNK,UNK,0,6,A, 
Markascherite_0018649.Cu1_16_16_A.irr.pdb,CU,O,1.99,CU1,O-H6,1.0,1.0,UNK,UNK,16,9,A, 
Szenicsite_0014535.Cu3_1_1_A.oct.pdb,CU,O,2.38,CU3,O4,1.0,1.0,UNK,UNK,1,21,A, 
Pentagonite_0019265.V_1_1_A.irr.pdb,V,O,2.0,V,O1,1.0,1.0,UNK,UNK,1,12,A, 
Shandite_0000051.Ni_6_6_A.oct.pdb,NI,PB,2.79,NI,PB1,1.0,1.0,UNK,UNK,6,0,A, 
